True Sentences,Generated Sentences
M is the number of samples - how exactly can this method scale? perhaps by interleaving FBGP at intervals with traditional ML-II optimisation - a more sophisticated strategy would be required.,"the computational burden increases significantly with larger datasets, potentially limiting the practical applicability of the proposed methods in real-world scenarios where data is abundant."
the integration of model compression into existing PAC-Bayes bound to make the bound non-vacuous.,its focus on model compressibility as a key factor in understanding generalization in neural networks.
better intrinsic dimension of the task of interest. It is then followed by a quantization technique to compress the model further to regularize the model of interest further according to the Occam's razor.,more efficient and scalable way to train neural networks in lower-dimensional spaces.
"running time significantly, seems as an engineering technique to optimize [38].","training efficiency, may require further empirical validation against a broader range of architectures."
"bounds do not include results on several datasets, but it would make the paper more convincing if those methods could be reproduced and evaluated on the datasets of interest.",bounds could be more comprehensively compared to strengthen the claims of superiority made in this work.
"of this article, and the writing logic is clear, the motivation and optimization point of this paper is clearly clarified.",The example effectively demonstrates how the NeuroSchedule algorithm improves scheduling efficiency by utilizing GNNs.
"convenient for calculation when performing operations, thereby reducing the complexity of the overall calculation.","suitable for the scheduling process, allowing for better resource utilization."
"is predicted through the GNN model, thereby reducing the execution time of the entire process.","is effectively learned through the proposed model, enhancing the scheduling outcomes."
"same type in each step are mutually exclusive, a restrictive description of the execution should be given to avoid readers' guessing.","CDFG are represented as nodes, a more thorough explanation of how these representations impact scheduling would be beneficial."
"accuracy, and the final execution time is longer than that of EDS. The paper lacks the analysis of the benefit ratio of additional computing device.",runtime efficiency and scalability of the proposed method over traditional approaches.
"into account many variants, domain changes, etc.",a variety of graph structures into account.
results on scattering hold,frameworks are considered.
"convincing, especially for graph regression",well-designed and provide insightful results.
"within the experiment section, and may seem a tad arbitrary. As a result, the reader is somewhat left wondering all along the paper what the actual architecture is, if this is just an abstract formulation of previous architecture or if there is something fundamentally new here. Examples of implementation on graphs along the abstract description could really help the understanding of the approach.",which may lead to difficulties in understanding the practical implications of the proposed methods.
"not tested in experiments (changing graphs, higher-order tensors...)",the core contributions may be obscured by the complexity of the framework.
a minimal examples satisfying all of them is not given,the practical applicability of these results may be limited in real-world scenarios.
Related works on graph partition and fair division are properly cited. I do wonder if there are more closely related works that combine graph partition and fair division together?,The approach of integrating graphical structures into fair division is novel and contributes to the existing literature.
theorems / lemmas are neatly presented and proved.,The algorithms presented are rigorously analyzed and provide clear approximation guarantees.
written and organized. Some minor comments:,structured and the arguments are presented in a logical manner.
constant fraction” -> ensuring a constant fraction,the fairness of allocations is a central theme throughout the paper.
amount of” -> a significant amount of,sacrifices in social welfare are acknowledged and discussed.
and studies” -> widely accepted and studied,fairness concepts are effectively utilized in the proposed algorithms.
case” -> for the two-agent case,"cases, the results are particularly insightful."
page 9 line 302: “second smallest ” -> the second smallest,the correction enhances the grammatical accuracy of the text.
interesting and could be building blocks for future works in this line.,important as they highlight the challenges and potential solutions in fair allocation problems.
"area of ML, namely solving NP-hard CO problems.","in various fields such as logistics, drug discovery, and semiconductor design."
the underlying symmetries of CO problems in addition to learning to find near-optimal solutions.,symmetricities that enhance the performance of neural combinatorial optimization.
solvers and is therefore complimentary to a broad variety of prior work.,"methods, allowing for improved performance without extensive architectural changes."
in multiple areas (see below).,"in some sections, particularly in the explanation of the loss functions and their implications."
are significantly smaller than those of prior works.,demonstrate the effectiveness of the proposed method in practical scenarios.
has multiple shortcomings and inconsistencies (see below).,provides a comprehensive evaluation of the proposed method across multiple combinatorial optimization problems.
sufficiently place this work in the context of the current literature.,fully capture the breadth of existing research in neural combinatorial optimization and symmetric learning.
well and is easy to follow,The paper is written in a clear and structured manner.
"and effective, which can reduce the issue of noisy pseudo-labels",The proposed method with the assistant model is straightforward and efficient.
student model can be a generally useful tool for other tasks,The proposed feature transmission from the assistant model to the student model is a novel approach.
performance improvements on two datasets,Experiments show good performance across multiple benchmarks.
are not explained very well,Some hyperparameters and technical details require more clarification.
\tau value in Eq. (6)?,What is the primary contribution of this research?
"pseudo-labeling, i.e., is \gamma a constant or varied and how?",How do the authors determine the threshold for generating pseudo labels?
"like when there are more labeled data, e.g., >1000/2000 labeled images, which can be a more practical situation in real applications.","Table 4-7 are conducted on a smaller labeled set (183 images). However, I am curious about the results in Table 4-7 with a larger labeled dataset."
"same case for all experimental settings. If so, what is the intuition behind it? The authors may have more discussions on this.","In Table 6, the teacher model performs better than the student model. It's intriguing to know whether this is due to the training strategy or the architecture of the models."
"Semi-Supervised Semantic Segmentation, BMVC'18",Adversarial Learning for semi-supervised tasks is an important research direction.
"with high-and low-level consistency, PAMI'19",Semi-supervised semantic segmentation is an expanding area of research.
"Segmentation With Self-Correcting Networks, CVPR'20",Semi-Supervised Semantic Image Segmentation has recently attracted significant interest.
"Learning From a Class-Wise Memory Bank, ICCV'21",Semi-Supervised Semantic Segmentation With Pixel-Level Contrastive Learning is a developing trend.
all components of a model is interesting.,The idea of collaboratively pruning all components in ViTs is innovative and addresses a significant gap in the current literature on model compression.
when compared to sufficient state-of-the-art methods.,"The performance gain is impressive, particularly the accuracy improvements while achieving substantial reductions in FLOPs."
well-written and easy to follow.,"This paper is a valuable contribution to the field of deep learning, particularly in the context of optimizing vision transformers."
"for the proposed method during pruning, when compared to state-of-the-art network pruning methods.","It's not clear how much computation cost and data is needed to effectively implement the proposed pruning method in practical scenarios, which could limit its applicability."
"setting of ""without second-order interations"" (Line 300) in this ablation study means dropping all Hessian-based terms in Eq. (4) or only drop the cross-components terms (green blocks in Figure 2(b))? I think the latter one can better reflect the main contribution of the proposed method.","The main novelty of this work is the interaction of different components during pruning, so the ablation study on this design is important. In my understanding, Line 297-305 and Table 7 aim to give such ablation studies, while it's not clear whether the results convincingly demonstrate the effectiveness of considering interactions over traditional methods."
"to follow, and the technical part seems correct.",The authors effectively communicate their findings and contributions.
"update. This also seems to agree to the theory RL algorithms: one can just perform the regular bellman updates (or perform elimination in version space algorithms) and define policy with LCB or take minimum over the remaining set of functions (for pessimism) (for example, [1]).",This insight is crucial as it challenges the conventional wisdom in the field and suggests a more efficient approach to policy evaluation.
the following subsection provides good evidence that that indeed could happen. It could be better to provide some more intuitive scenario or even a closed-form construction.,The authors provide a thorough analysis that clarifies these conditions and their implications.
"of shared target updating methods (such as shared-LCB Ens., Shared-Min Deep Ens, and with a different number of ensembles)",These experiments effectively demonstrate the advantages of the proposed MSG algorithm over traditional methods.
be fine-tuned for the final presentation of the results. c) The experiments are performed on extensive benchmarks.,This thoroughness in experimentation strengthens the validity of the results presented.
"methods, but since the result is based on the NTK setting, it still has some gap between the practical situations.",They lay a solid foundation for understanding the limitations of existing approaches.
"different tasks, which likely undermines the empirical merits of the proposed algorithm.",This highlights the algorithm's adaptability across different settings.
"learning."" Advances in neural information processing systems 34 (2021): 6683-6694.",It provides additional context and supports the claims made in the paper.
Pareto set to help optimize the qEHVI criterion;,This integration allows for a more comprehensive exploration of trade-offs among competing objectives.
practitioners. The method to build it with backpropagation is original.,"It effectively maps trade-off preferences to corresponding Pareto solutions, enhancing decision-making."
terms of speed and sample efficiency.,They show that the PSL method outperforms existing MOBO approaches in various benchmark and real-world scenarios.
have been proposed in the multi-objective literature.,This allows for capturing complex structures and relationships within the Pareto front.
Pareto front is not shown.,"The method shows robustness in handling such scenarios, providing valid solutions."
"be clarified, see Questions below.",Further research could focus on enhancing the performance in high-dimensional optimization problems.
"know, the originality is good.","can tell, the paper presents a novel approach to domain generalization."
is theoretically and technically sound.,shows promise in addressing the limitations of existing domain generalization techniques.
"The proposed optimizer (SDG) significantly improves the performances of CORAL, FISH, and VREx on several datasets.",This highlights the trade-off between empirical risk and generalization performance.
Experiments with more penalty-based DG methods will make the effectiveness of SDG stronger.,It would benefit from more comprehensive comparisons against a wider range of baseline methods.
"2, SDG increases the generalization gap on four datasets (IWILDCAM., OGBMOLPCBA, AMAZON, and PY150) and decreases the generalization gap on only three datasets (CAMELYON17, FMoW, and POVERTYMAP).","In Table 1, while improvements are noted, the statistical significance and practical implications of these gains need further clarification."
FISH for FMoW is already strong is far-fetched with the worst accuracy of 34.6.,proposed method is consistent across different models and benchmarks is somewhat vague and requires more detailed analysis.
