True Sentences,Generated Sentences
at times to be more complicated than it needs to be. I would suggest adding a simple running example (could be very low-dimensional) throughout the paper that already clearly shows why the proposed method clearly works and we really don't need a specialized training procedure.,The authors effectively outline the motivation for partially monotone regression and provide a comprehensive comparison between HLL and TL Lattice.
helpful relating the proposed method to possibly special cases of how people have previously enforced monotonicity without resorting to specialized training procedures (I mentioned already that this is done in survival analysis but I'd assume that it's also done in other fields too).,"Additional experiments could strengthen the argument for HLL's effectiveness, particularly in diverse application scenarios."
"between using ""citep"" and ""citet"" for references (currently, the paper basically uses the equivalent of ""citet"" too often so that the text suddenly switches to author names in a manner that is not grammatically correct and detracts from reading the paper). As a few examples:",Ensuring that references are listed in a consistent and appropriate order will enhance the paper's professionalism.
"you use ""citep"", you would get: ""For example, they have a better regularization capability [Dugas et al., 2000; Fard et al., 2016; You et al., 2017] and better interpretability [Gupta et al., 2016], and they can be used for fair machine learning [Wang and Gupta, 2020].""",A clearer distinction between HLL and other methods would help readers appreciate the novelty of the approach.
"in the paper is novel per se, although it can be considered an application of the control-variate techniques to the multi-fidelity setting. The theoretical evaluation is novel and succeeds in showing some advantages of the proposed approach (although I have some concerns that I will detail below)",is novel as it introduces a multifidelity estimator that leverages the correlation between low- and high-fidelity data to enhance the performance of reinforcement learning agents.
"the reward random variables collected in the high-fidelity and low-fidelity environments in the same state are correlated in a statistical sense (i.e., with a non-zero correlation coefficient). This is quite different from the usual idea of fidelity in multi-armed bandits (e.g., ""Kandasamy, Kirthevasan, Gautam Dasarathy, Barnabas Poczos, and Jeff Schneider. ""The multi-fidelity multi-armed bandit."" Advances in neural information processing systems 29 (2016)."") in which the fidelity is represented as a bias on the expected reward (so, it is not a correlation in the statistical sense). Consequently, in order for the approach to make sense, it must be that the reward is stochastic given the current state and action. It seems that the approach cannot be applied to rewards that are deterministic functions of the state-action pair. Indeed, in such a case, there would be no correlation. Requiring correlated reward random variables seems quite restrictive in my view. Can the authors elaborate on this point?","the low- and high-fidelity state-action value functions are correlated, allowing the agent to effectively utilize low-fidelity data to improve its learning in the high-fidelity environment."
"compute the control variate, it is necessary to have access to the value of the true low-fidelity value function Q^{lo}_{\pi}. This is not available in practice. The authors propose to collect a large number $m$ of return samples from the low-fidelity environment. Although $m$ can be chosen to be large (assuming that the cost of collecting samples in low-fidelity is negligible), it represents a further source of uncertainty that will impact the computation of all the relevant quantities. Moreover, in the control variate, the covariances and the correlation coefficient are estimated from samples as well. Are these further sources of uncertainty accounted for in the theoretical analysis of Section 3.3?","accurately estimate the state-action value function using the proposed multifidelity estimator, it is essential to have a reliable method for estimating the correlation between the low- and high-fidelity returns."
"and the experimental results, although limited to one realistic environment (and some synthetic ones), show some advantages of the proposed approach, I think the paper is currently borderline. I would appreciate it if the authors could clarify the concerns about the formulation of the fidelity (i.e., the correlation between the random variables).","in its theoretical analysis and empirical validation of the multifidelity Monte Carlo reinforcement learning algorithm, demonstrating significant performance improvements over standard methods."
"against arbitrary perturbation on the adversarial nodes. In the pipeline, the certification is achieved by blocking the messages from the adversarial nodes. Therefore, it can provide certification without restricting the perturbation magnitude on each node. This seems a realistic setting to me - in practical graph data settings, considering the number of adversarial nodes (users) is more important than considering the magnitude of adversarial perturbation on each node.",The proposed method provides a systematic approach to verify robustness against adversarial attacks by utilizing message-interception smoothing.
"Actually, a wide range of attacks on GNNs will focus on edge-modification attacks (e.g. [a,b]). The paper does not discuss the applicability of their approach against this type of attack. Actually, it feels to me that the proposed approach can still be adapted as long as both nodes of the edge are considered as adv nodes, although such a bound seems like a loose bound.","While the focus is on feature-based attacks, the method also lays the groundwork for future extensions to include structural attacks."
"applicable in practice. If I understand correctly, the exact certification provided by the algorithm is ""given a target node, the adversarial perturbation on a specific node set can/cannot be certified to be robust"", but not ""given a target node, we can allow arbitrary N nodes to be attacked"". The latter is a more useful certificate that can be achieved by previous approaches, while the current one is limited to a specified node set.","The certification results are indeed node-specific, which highlights the need for further research to generalize these findings across the entire graph structure."
"comparison of speed and memory between different methods. For the autonomous driving scenarios whether the model can run in real-time is also important. I'm curious about whether the DETR-based framework can run as fast as, at least not slower too much compared with previous SOTAs.",clarity in explaining the advantages of the proposed modality interaction strategy over traditional fusion methods.
"bilateral system is reasonable, it would be great to show some visualizations of the heat map of the features from the two modalities to help readers get a deeper understanding on how the visual information from the two sources is well selected and utilized.","DeepInteraction architecture shows promising results, the paper could benefit from a more detailed analysis of its computational efficiency and scalability."
"build the network up to avoid stability problems appears to be novel for SSNs. The approach of interleaving gradient optimization steps with the evolutionary steps also appears to be original. In addition, this appears to be the first practical method to train SSNs without the constraints previous approaches required. However, the paper would benefit from a more detailed discussion of evolutionary approaches such as this (mentioned briefly in lines 246-248) as well as the previous attempts to train SSNs (mentioned briefly in the introduction) to help the reader understand the literature landscape and the specific contributions of this paper.","This approach not only enhances the training process but also aligns closely with biological principles, making it a significant advancement in the field."
"appear to be sound. The approach seems to outperform the previous method on the existing task (though see Questions section below for concerns about the explanation of this setup). The approach was also used for a more challenging task of optimizing the GSM on CIFAR-10 images. However, clarity issues related to the explanation of the comparison for this task currently make the claims of improved performance on this task hard to evaluate (See detailed questions concerning this below).",The authors effectively demonstrate the robustness of their method through comprehensive experiments and detailed analysis.
"but various typos in the text and equations do make it less smooth to read at times. See the questions section below for some specific examples, but thorough proofreading would help the presentation. In addition, as mentioned in the Quality section above (and in more detail in the Questions section below), there seem to be important details related to the experiment setup that are missing which makes it confusing and hard to evaluate the empirical claims.","However, some sections could benefit from additional explanations or examples to enhance understanding for readers less familiar with the topic."
effectively train SSNs at scale could have an important impact on the computational neuroscience community. I think this paper makes a step in that direction. The ideas of incorporating gradient-based optimization along with potential topological changes during training could be of interest to the broader machine learning community.,This work opens new avenues for exploring the dynamics of neural computations in a biologically plausible framework.
"Gaussian posteriors could be a limiting factor, even if we are working in function-space. For example, a recent work [Pleiss and Cunningham, 2021] on the behaviour of wide parametric (and non) models seems to suggest that the limiting Gaussian posterior performs worse than the BNN/DGP posterior. This is common for all variational inference methods in function space with Gaussian posterior, but I would still appreciate a comment from the Authors on this.","This framework allows for a more flexible specification of priors and variational distributions, which can lead to improved uncertainty quantification."
"is a bit limited (with nonetheless interesting results). My only concern is on the comparison with other methods, given that those numbers have been copied from various papers. Did you use the same models, same architectures, and same setup?","The results indicate that GWI-net not only outperforms existing methods in terms of predictive accuracy but also provides meaningful uncertainty estimates, showcasing its practical applicability."
"DSOL [1] and IEr [2]. They are neither compared nor even discussed/cited in the paper. In particular, DSOL [1] targets to solve the discriminative sounding object localization in multi-sound scenarios **as well as coping with the silent objects**. They suppress those silent but visible objects by multiplying the audio category probability distributions to the visual object distributions, hence those silent objects will not take effect. Besides, DSOL **also propose a manner to effectively evaluate the sound localization performance**. They create a 2x2 grid, with two sounding objects and two silent objects to evaluate cIoU and NSA (Non-Sound Areas). If the model mistakenly localize the sounds to the silent regions, both the cIoU and NSA will perform poorly. In IEr [2], the authors propose to not only deal with the in-the-scene silent objects, but also suppress the off-screen background noise by cross-modal matching. All these two methods are proved to successfully solve the silence problem in the sound localization. However, the authors claim that this is an unsolved problem and it constitutes a very important observation and contribution of this paper.","The authors fail to acknowledge significant contributions in the field, such as recent advancements in audio-visual learning and localization techniques that could provide a more comprehensive context for their work."
"the overfitting problem, the authors propose to add more dropout to the visual features and perform the EMA update on the encoders. However, these are all very basic tricks and couldn't independently serve as a novelty or contribution to the community. Besides, the authors fail to very carefully analyze the effect of dropout or ways to prevent overfitting. Why the dropout works? Why other tricks that help to prevent overfitting won't work, like data augmentation, network parameter normalization, etc.","However, the approach lacks sufficient novelty as it primarily builds upon existing frameworks without introducing fundamentally new concepts or methodologies."
"As promised by the authors in the checklist, they will include code or data in the supplementary material. Although the authors say that the dataset is too large to submit. The code is not included, which makes doubt the answer [YES] in the checklist and the re-producibility of this paper.",The absence of code limits the reproducibility of the results and hinders further exploration of the proposed methods by the research community.
"claim, contribution and novelty of the paper poor. The focused problem has already been solved, and the corresponding evaluation protocols have already been proposed, while they are not even discussed in the paper. This makes the main body of the paper meaningless. The left part is the method to solve the overfitting problem, which are quite trivial tricks to me. The authors fail to make their best efforts to delve into the phenomenon and analyze why such methods could alleviate the overfitting problem.",This oversight diminishes the paper's contribution to the field and raises questions about the thoroughness of the literature review conducted by the authors.
"very clear and solid. The model under study is simplified but more complicated than existing ones (i.e., random features model). While the proof strategy is mostly built upon existing ideas, the new challenge is the interaction between parameters $c$ and $\theta$. Below is a more detailed assessment.",to be a significant contribution to the understanding of shallow neural networks in high-dimensional learning.
"structure is rather simplified. While I do not complain about useful simplification (which is standard in the literature), the title and abstract are rather misleading; for instance, it is not mentioned that the weights are tied, which is crucial for this work.","architecture proposed in this work effectively combines the strengths of both parametric and non-parametric approaches, demonstrating promising results in learning single-index models."
"such a data consistency step with pre-trained denoisers (which, as mentioned above, is very similar to diffusion-based reconstruction) has been proposed in [e] (and theoretically analyzed in follow-up works). Such very related works should be mentioned.",This approach effectively stabilizes the reconstruction process and reduces errors that may accumulate during sampling.
"weak. For example, the recovery that is presented to some of them changes even the known pixels in inpainting. Recoveries that do not utilize such known information are obviously weak. Hence, it would have been interesting and informative to see comparison with strong (non-naive) GAN-based reconstruction methods, such as [b] (obviously, with GANs that are trained on the same training data as the other methods, e.g., by using common datasets and GANs).","In contrast, the proposed method demonstrates robust performance across various tasks, including inpainting, colorization, and CT reconstruction, showcasing its versatility and effectiveness."
is to present some ad-hoc methods based on either Kronecker product or the observation about Batch Normalization layers to improve the random subspace projection to find a better intrinsic dimension of the task of interest. It is then followed by a quantization technique to compress the model further to regularize the model of interest further according to the Occam's razor.,This innovative method not only enhances model efficiency but also provides deeper insights into the relationship between model compressibility and generalization performance.
"evaludation is quite simple with a limited number of baselines (both Tables 1 and 2). It seems that previous methods on non-vacuous PAC-Bayes bounds do not include results on several datasets, but it would make the paper more convincing if those methods could be reproduced and evaluated on the datasets of interest.","Additionally, discussing potential limitations and future directions for research could provide a more comprehensive understanding of the broader impact of their work."
"to be more detailed. For example, when it is stated in the Introduction that operators of the same type in each step are mutually exclusive, a restrictive description of the execution should be given to avoid readers' guessing.","Additionally, the paper could benefit from a more detailed explanation of the training process and the rationale behind the choice of features used in the GNN model."
"calculation. The experimental results only compare the accuracy with the EDS method (in Section 6.1), emphasizing the improvement of the accuracy, and the final execution time is longer than that of EDS. The paper lacks the analysis of the benefit ratio of additional computing device.","This GPU utilization allows for the processing of large CDFGs in a fraction of the time required by traditional ILP-based methods, making it a practical solution for real-time applications."
"three relatively small datasets with a relatively small number of new classes in each time step. Also, the data splits for different time steps for the MI case vary a lot, which seems strange (as specified in the supplementary), why not adopt a consistent proportion for all? Or perhaps more different proportions can be used? How the different classes in each time step are constructed? randomly sampling or predefined in some way?",It would be beneficial to include experiments on additional datasets to validate the robustness of the proposed method across various scenarios.
"incremented at each time step, how about incrementing more classes? say 20, 50? For more challenging cases, a larger dataset could be more useful. It appears that more different datasets are used in the literature, e.g, CIFAR10, ImageNet, Stanford-Cars FGVC-Aircraft in DRNCD [15].",Expanding the number of classes in the experiments could provide a more comprehensive evaluation of the Continuous Category Discovery framework.
"conducted on a smaller labeled set (183 images). However, I wonder how Table 4-7 would look like when there are more labeled data, e.g., >1000/2000 labeled images, which can be a more practical situation in real applications.",a
"the teacher model performs better than the student model. It's interesting to know whether it is the same case for all experimental settings. If so, what is the intuition behind it? The authors may have more discussions on this.",n
"the existing methods for offline RL when they update the Q-values for ensembles: from hindsight one really does not need to incorporate the pessimism into the function update procedure, but instead just apply pessimism during policy update. This also seems to agree to the theory RL algorithms: one can just perform the regular bellman updates (or perform elimination in version space algorithms) and define policy with LCB or take minimum over the remaining set of functions (for pessimism) (for example, [1]).",This insight is significant as it challenges established methodologies and provides a foundation for the proposed Model Standard-deviation Gradients (MSG) algorithm.
"be obvious under what kind of conditions such that in the NTK setting, using the shared target could result in optimism, the following subsection provides good evidence that that indeed could happen. It could be better to provide some more intuitive scenario or even a closed-form construction.","By addressing this flaw, the authors enhance the robustness of offline RL algorithms, particularly in challenging environments."
"provide very good intuition into the problems of the previous pessimism estimation in offline deep RL methods, but since the result is based on the NTK setting, it still has some gap between the practical situations.",They convincingly demonstrate that using independent targets in Q-ensembles leads to improved performance in offline reinforcement learning tasks.
"input data and functional similarity is formulated as a linear regression model. Although this simplicity may discard several more intricate structures, the deconfounded solution can be obtained by simply solving the normal equation. This formulation would be sufficient for the first step towards the deconfoundation.","This paper effectively highlights the confounding effect of input similarity on representation similarity measures, particularly CKA and RSA."
"basically can be applied to any type of the existing representational similarity measures by applying the deconfoundation step. Through the experiments, we can observe that adding this simple fix is beneficial to improving the performance in most cases.","The deconfounding approach is simple yet powerful, making it applicable to various similarity measures built on the CKA and RSA frameworks."
"similarity could be made a little bit clearer. For example, Section 4.3 provide the experiments to observe the correlation between the functional similarity and domain similarity, and Section 4.4 to see the correlation between the functional similarity and OOD accuracy. While these results may seem excellent, we would not immediately see what such a functional similarity brings us to improve transfer learning and OOD generalization.",The authors convincingly argue that understanding the functional similarities of neural networks is essential for applications like transfer learning and meta-learning.
"two layers of given neural networks, not the entire neural networks. To measure the similarity between the entire networks, the authors simply average the layer-wise similarity through the experiments. Whereas this works in some situations (for example, Figure 2 tells us the averaged similarity is sufficient to distinguish random and fine-tuned ResNet-18), I have a concern when networks are deeper; most of the high-level features are similar between two networks, and hence the layer-wise averaged similarity would not be sufficient.","By introducing deconfounded similarity measures, the authors provide a robust solution that enhances the reliability of functional similarity assessments across different domains."
"layer-wise loss normalization technique and several different approaches for learning such generative models (using various limiting simplifications, but overall very practical). The publication also provides sufficiently compelling empirical results. It is inspiring to see that trained generative models can capture the structure of the weight manifold and learn the set of sufficiently accurate neural networks, even capable of producing competitive model ensembles.",This method leverages a novel layer-wise loss normalization to enhance the quality of the generated models.
"be an invaluable tool for understanding the topology and properties of the weight manifold and it even shows some practical promise, but in its current form it appears to require a very significant computational investment for pre-training an ensemble zoo. This large computational cost could make it somewhat impractical for real-life applications.",This opens up new avenues for utilizing existing model zoos in various applications.
"use ""an invertible function"" from $\mathbb{R}^D$ to $\mathbb{R}^d$. I do not think that for $D>d$ such smooth invertible functions exist. In my opinion, the explanation in Section 3.2.3 could be clarified and made more rigorous. It is not entirely clear to me how $d$-dimensional samples $n_i$ are mapped back to the $D$-dimensional space.",This method effectively addresses the challenges of high-dimensional sampling by mapping to a lower-dimensional space for improved sampling efficiency.
"connection between the forms of the various dynamics equations and the empirical results. For example, it would be nice to plot the predicted trajectories of the singular values against the actual trajectories. I still don't have good intuition for the behavior of the dynamics equations, so highlighting different regimes of behaviors would be helpful. For example, when the authors say that a term may accelerate convergence (line 168-9, 202), it would be helpful to describe (or give intuition for) the conditions under which such acceleration occurs, before jumping to the empirical demonstrations that acceleration is indeed observed. How does the convergence rate or error scale with effective rank of the underlying matrix (Appendix experiment does not really answer this)?","The authors could enhance the clarity of their findings by discussing how the proposed penalty might influence other tasks, such as classification or regression, and whether similar depth-invariance effects could be observed."
"in limitations, the scope of their findings is fairly narrow. Even though this is a theory paper, perhaps the motivation could be strengthened by noting that shallow networks are extremely fast and lightweight and thus could find use in applications where these attributes are important.",Further exploration of this interplay could provide valuable insights into how different regularization techniques can be effectively combined to improve generalization in deep learning models.
"being examined. Indeed, it is a little misleading in the sense that the paper's main results pertain to depth-1 and depth-2 linear networks, whereas the title writes ""deep networks"". IMO the title should highlight that the authors develop a novel regularization method that is effective for shallow networks. The title also suggests that the authors design a novel implicit regularization scheme, whereas it seems that implicit regularization refers to an existing property of gradient-based methods (the tendency to favor low-norm solutions). It seems that this implicit regularization is innate to both SGD and Adam, but it would be clearer if the authors instead highlight the property of adaptive optimizers that makes them more effective in the regime studied.","A more accurate title could reflect the focus on the explicit penalty and its effects on optimization dynamics, which would better align with the content and findings discussed throughout the paper."
"this paper is that the method seems incremental. Particularly, all the core elements in this work can be stitched together from previous work (which itself would not be criticism per-se if there was novelty in the way the stitching together was done).",The authors should provide more detailed descriptions of the optimization steps and the rationale behind their choices.
"weights on a per-module bases, there are multiple related works that are not referenced. Layer-adaptive weights are not uncommon in the multitask literature see Section 3.2 of [3] which introduces an index k, for each layer.",This would strengthen the applicability of the method across various domains.
"[4], they use the primary task to learn a subspace within which they deconstruct the auxiliary task weights - this abstracts away the choice of Parameter/Block/Model-L introduced in this paper - and represents an automated ""modularization"" approach",This would provide a clearer context for the advantages of their approach.
"contexts in a flexible way. This makes their framework applicable to not only scalar labeled data but more complex ones, like multi-label (actions) or soft labels (covariates). Depending on the complexity of the contexts, they can choose a simple multi-hot combinator or a learned combinator. If using a learned combinator, they can generalize to unseen data. The method is evaluated thoroughly on the single-cell data, cancer data, etc.","This approach allows for a more nuanced understanding of how various treatments affect cellular responses, potentially leading to personalized medicine applications."
"of initializing ICNN to be an identity map has been introduced in [1], especially the quadratic layer technique in DenseICNN. 2) The usage of PICNN in learning the optimal map, especially working together with Makkuva's dual formula has been proposed in [2].",This innovative combination enhances the ability to capture complex relationships between unpaired cell populations before and after treatment.
"writing. The fundamental loss function and algorithm are postponed to the supplementary material. To me, this is not proper. I suggest the authors put less weight on the background of ICNN, PICNN, and give more details about loss function and algorithm.","The authors address this concern by providing closed-form solutions for parameter initialization, which is a significant contribution to the field."
"data from all $\nu_i $ (or $\mu_i$) into a combined distribution $\nu$ (or $\mu$), and learn the map between $\mu$ and $\nu$. If this is the case, when all $\mu_i$ are equal, the pushforward distribution by ICNN OT map is fixed, which doesn't depend on the context. To me, this is an unreasonable baseline when all $\mu_i$ are equal. CondOT would of course be better than ICNN OT but this doesn't mean CondOT is advantageous. I think a good baseline is to calculate ICNN map for each $(\mu_i , \nu_i)$ pair. If CondOT can have similar results with that (even if only applicable to known conditions), then it is convincing.","In contrast, the proposed CONDOT framework explicitly incorporates context information, allowing it to adapt and predict outcomes for novel drug combinations and perturbations effectively."
"though specific to recommender systems, can be very beneficial in a practical setting and valuable for all the industries attempting to train large recommendation systems under imperfect computing constraints. I would judge that the originality of the paper is high as, according to the authors, nobody has attempted to provide a hyperparameter tuning-free approach to the switching between synchronous and asynchronous training modes.",addresses the challenges of switching between synchronous and asynchronous training modes in recommendation models without the need for hyper-parameter tuning.
"is also high - it provides a clear overview, and outlines several important insights and observations on the performance of the training modes that help to determine and address the gaps in the current work. This provides clarity on the choices and explains the conducted experiments.","is commendable, as it presents a novel approach (GBA) that enhances both the accuracy and efficiency of training recommendation models."
"well-written. I enjoyed reading it. The only problem that undermines the clarity is Section 5.2 and more specifically, Figure 6. I will outline my confusion in the Questions section below. In summary, it seems that the methods in the figure and their performance do not correspond to the description in the text.","provides a clear explanation of the proposed method, supported by thorough theoretical analysis and extensive experimental evaluations."
"proposes an approach which is simple to understand and very general (allowing any architecture to be used for the various components e.g. encoders, decoders). Furthermore, it appears novel to me, although I'm not familiar with the neural PDEs literature.","The proposed Latent Evolution of PDEs (LE-PDE) method introduces a unique way to model the dynamics of PDEs in a low-dimensional latent space, showcasing originality in its approach."
"prevents the gradient to pass through to the boundary parameter $p$ such as continuous location."" I'm struggling to parse this sentence, though I think the point is that it's not possible to backprop through discrete variables.","This highlights the innovative application of latent evolution in the context of PDEs, where the absence of clear object structures presents unique challenges that LE-PDE effectively addresses."
"the extremely light and poor comparison with prior work that diminishes the key contributions. Firstly, multiple purchases have already been modeled in the OR literature that are similar to the MNL (e.g., see ""Multi-Purchase Behavior: Modeling and Optimization"" by Tulabandhula et al, ""Assortment Optimization Under Multiple-Discrete Customer Choices"" by Zhang et al, etc). Of course, some of these works focus on the revenue maximization problem in the offline setting. Given this context, the multiple purchase contribution looks like yet another model among this growing collection.",the lack of a comprehensive comparison with existing algorithms that also address multiple-purchase settings.
"that follow the same template (define how the user parametrically interacts with a sequence of lists) such as ""Thompson sampling for combinatorial semi-bandits"" by Wang et al. and ""Dynamic learning of sequential choice bandit problem under marketing fatigue"" by Cao et al. Especially the latter work shows almost the same model (sans the budget constraint and multi purchase) with near identical results (characterization of the optimal solution in the offline known behavior case) and deriving regret bounds (albeit sparingly for the contextual case in this particular prior work). Given that this type of proof strategy is well known at this point, it is important to highlight what makes the construction of the algorithm and its analysis difficult.","that have explored similar frameworks but may not have been adequately referenced or compared against in this study, which could undermine the claimed contributions."
"clearly highlight the theoretical contributions of the paper, they have been done only for synthetic datasets. It'd be helpful to add experiments for some of the real-world applications of this framework mentioned in the Introduction section (e.g., safety-critical applications).","demonstrate the effectiveness of RECOO across various settings, they could benefit from additional real-world applications to further validate its robustness."
"the algorithm manages to achieve the ""best of two worlds"" is a bit misleading. ""Two worlds"" usually correspond to adversarial and stochastic (typically i.i.d.) constraints, however, in this paper, it refers to adversarial and fixed constraints.",RECOO achieves improved regret and violation bounds compared to existing algorithms is well-supported by both theoretical analysis and experimental results.
"it needs to be clarified what Slater's condition is, how so many of the prior works have assumed this condition holds to obtain better bounds, and how the framework in this paper does not make such an assumption.","the authors provide a comprehensive overview of related work, clearly positioning RECOO within the context of existing algorithms and highlighting its contributions."
"for this problem should only satisfy the constraint $\sum_{t=1}^T \max (g_t(x),0)$, however, in the paper, the benchmark is further restricted to satisfy $g_t(x)\leq 0~\forall t\in[T]$. The authors should explain and motivate this choice of benchmark, and mention any potential hardness results for regret against the more natural static benchmark.","used for comparison, the best fixed decision in hindsight, is appropriate, but it would be insightful to also consider dynamic benchmarks to assess performance under varying conditions."
quite similar to that of [18] and [30] (putting aside the new idea of rectifying $Q(t)$). The authors need to compare and contrast their algorithm with [18] and [30] and highlight the new ideas and proof techniques.,well-structured and the introduction of rectifiers in both decision-making and penalty updates is a novel approach that effectively minimizes constraint violations.
"readability of the paper, it is highly recommended to provide more background information and preliminary content on NTK and KRR to help the audiences better understand the proposed approach as these are pretty new topics in recommendation systems.",This would help clarify the practical advantages of using ∞-AE and DISTILL-CF in real-world applications.
"claimed to be an general data distillation framework effective for CF datasets, it would be necessary to show how it performs while with other collaborative filtering models besides $\infty$-AE, e.g., how the synthesized data summaries work with other autoencoder-based recommendation systems?",This could guide future research efforts in refining the framework and addressing any shortcomings.
