True Sentences,Generated Sentences,Precision,Recall,F1 Score,Edit Distance
and assumptions before introducing the new solution,and provides a formal framework for continual learning through the lens of feature extraction.,0.8725873,0.88739675,0.8799298,67
learning process. a direction which is heavily unexplored in the cl community due to the difficulty of the topic.,"learning problem, particularly focusing on the challenges of catastrophic forgetting and the limitations of non-linear feature mappings.",0.8723215,0.87064826,0.87148404,95
their findings do not apply to all of them. it is particular important to be clear about it when providing negative results such the lower bound in sec. 5.,"it would be beneficial to clarify which specific setting their results apply to, especially in relation to incremental task learning and other paradigms.",0.8568566,0.8607313,0.8587895,121
"be wrong otherwise. generally speaking, it would be more intuitive to see it expressed as a difference with the performance measured in the past on an observed task.","be useful to explore how this assumption holds in more complex or noisy environments, where achieving good accuracy might be more challenging.",0.8630242,0.85907125,0.86104316,125
"this work is theoretical and the aim is not to outperform some continual learning baselines, but it would be beneficial for the community to understand how big is the gap between theory and practice.","the paper is theoretical, but the practical implications, especially in real-world continual learning applications, remain somewhat unclear and could benefit from further elaboration.",0.88507557,0.88031834,0.88269055,132
going to have. it would be interesting if the authors could discuss which realistic assumptions on the environments could provide a more favorable situation.,"since the constructed example may not reflect typical real-world scenarios, and the relevance of this bound to practical continual learning tasks is uncertain.",0.85474956,0.86582667,0.86025244,125
"support their argument, and provided time complexity.",- the authors carefully analyzed to provide a comprehensive solution to the problem of correlation clustering under differential privacy.,0.8452009,0.86816007,0.8565266,108
"recent work, especially using noised agreement have novelty.","- the authors applied differential privacy to the correlation clustering problem, ensuring privacy guarantees while maintaining approximation quality.",0.8386174,0.84554666,0.8420678,115
authors need to say the sum of the “absolute value” of negative edges to prevent confusion.,"- there are some minor issues in the paper. for example, in lines 20-21, the explanation of the approximation guarantees could be clearer, especially regarding the constants involved.",0.84259677,0.8540333,0.8482765,132
"not independent, the privacy budget is accumulated by composition theorem. this implies the privacy budget is higher than the authors argued, exactly |g|/2 times higher than expected(the sensitivity of d is 2, as mentioned in line 227, and the sensitivity of d(v) is 1).","- it seems that the privacy budget is wrongly calculated. in line 1 of algorithm 1, the authors added noise to every d(v). since d(v) = |n(v)| where n is the set of neighbors of a vertex v, d(v)s (for v in v) are correlated, and adding independent noise to each d(v) may not preserve the privacy guarantees as expected. this could lead to an overestimation of the privacy budget.",0.8722764,0.87219167,0.87223405,261
"submission. for example, [calm+21], which appears to have motivated the authors is accepted by icml.",- it would be better if the authors change the arxiv references in the final version to peer-reviewed publications where available.,0.83971184,0.8528009,0.8462058,101
"directly outputting a score, is novel.","training an attention layer, while effective in distinguishing mislabeled samples from clean ones, requires additional parameters and computational resources.",0.8475234,0.8861102,0.86638737,131
simple and empirical works well.,the proposed method is simple yet effective in mitigating the impact of noisy labels.,0.85925746,0.8695137,0.8643551,66
organized and easy to understand.,this paper is well structured and provides thorough empirical analysis to support its claims.,0.84404945,0.87299544,0.8582785,72
"clear and easy to follow manner, high clarity.",clear and concise manner.,0.91546035,0.8735494,0.89401394,27
although extended a previous uniform sampling method.,offering a fresh perspective.,0.8701987,0.8696925,0.8699455,39
"the ""posterior collapse"" in terms of theoretical analysis.",latent variable modeling.,0.89333016,0.8560341,0.87428457,46
the claims and proposed method in this paper,the proposed method's effectiveness.,0.90856856,0.8637559,0.8855957,26
i am not confident that the improvements over the baseline are significant.,especially in broader applications.,0.86383635,0.8574936,0.8606533,59
\lambda. it is not clear why the authors chose \lambda=1 as their choice.,λ and its impact on performance.,0.86974645,0.8426815,0.8560001,55
"over uniform sampling on the yahoo dataset, the paper does not discuss it.","for all datasets, which raises questions.",0.8919303,0.86534435,0.87843615,51
"parts. first, the discrimination can propagate from input to output (theorem 1). second, the iterated mean aggregation feature imputation algorithm can exaggerate the input discrimination (theorem 2).",the propagation effect can break into two main components: the graph structure and the rate of unknown features.,0.8550294,0.8351567,0.8449762,144
across groups in each iteration. the algorithm can provably satisfy epsilon-fairness.,by projecting imputed features onto a feasible space with low discrimination risk.,0.85320544,0.85308784,0.8531466,69
"between utility and fairness, which is expected.",between fairness and reconstruction error.,0.9171634,0.9033935,0.9102264,29
intuition behind the fair graph feature imputation algorithm.,intuition behind the choice of the ϵ parameter.,0.9020403,0.9048982,0.903467,31
"addresses a very relevant topic, i.e., multi-fidelity rl, that emerges in several real-world applications.",proposes a novel multifidelity reinforcement learning framework that leverages control variates to reduce variance in policy evaluation.,0.84922236,0.8650733,0.85707456,92
setting. the theoretical evaluation is novel and succeeds in showing some advantages of the proposed approach (although i have some concerns that i will detail below),"reinforcement learning domain, which has not been extensively explored before, making this a valuable contribution to the field.",0.8628962,0.83351666,0.847952,119
"as a bias on the expected reward (so, it is not a correlation in the statistical sense). consequently, in order for the approach to make sense, it must be that the reward is stochastic given the current state and action. it seems that the approach cannot be applied to rewards that are deterministic functions of the state-action pair. indeed, in such a case, there would be no correlation. requiring correlated reward random variables seems quite restrictive in my view. can the authors elaborate on this point?","as a hierarchy of models with increasing accuracy and cost, whereas in this paper, the fidelity is treated as a probabilistic correlation between the low- and high-fidelity environments, which is a more flexible and generalizable approach.",0.8516176,0.8347336,0.843091,379
"large (assuming that the cost of collecting samples in low-fidelity is negligible), it represents a further source of uncertainty that will impact the computation of all the relevant quantities. moreover, in the control variate, the covariances and the correlation coefficient are estimated from samples as well. are these further sources of uncertainty accounted for in the theoretical analysis of section 3.3?","large enough to approximate $q^{lo}_{\pi}$ accurately, this introduces additional computational overhead, and the trade-off between the number of low-fidelity samples and the overall efficiency of the algorithm should be carefully considered.",0.8417406,0.8537901,0.84772253,288
"the paper is currently borderline. i would appreciate it if the authors could clarify the concerns about the formulation of the fidelity (i.e., the correlation between the random variables).",the paper could benefit from further validation in more diverse and complex real-world environments to fully demonstrate the scalability and robustness of the method.,0.8554881,0.85849893,0.8569908,138
"and an improved hybrid method, as well as some understanding of why beam search approaches are worse. the paper is well written overall, though the explanation/motivation of the proposal distribution could be made clearer.","they also provide a framework, baselines, and propose novel methods for efficiently answering such queries.",0.861957,0.84501076,0.85339975,168
know they usually assume some parametric form for the underlying probabilistic model / hazard function / etc. that is easier to work with. for neural models there is less structure to work with.,"but as far as i can tell, the specific application to neural sequence models is novel.",0.8440495,0.8458219,0.8449348,147
"combines the two for mutual benefits, using importance sampling to estimate the gap between the beam search lower bound and the true probability.",and proposes a hybrid approach that nicely balances the strengths of both.,0.87833357,0.8294592,0.85319704,109
"interactions, usage records) and models (lstms, gpt2 (which one?) ).","user behavior, and language datasets).",0.868019,0.81877077,0.8426759,51
improves existing regret bounds that have been compared.,achieves state-of-the-art results.,0.8923054,0.87737155,0.88477546,42
"ingredients, e.g., contraction property of mwu mapping.",techniques and insights.,0.87699825,0.834105,0.855014,46
a new decentralized multi-agent online learning algorithm.,efficient and practical.,0.8886373,0.86304337,0.8756534,44
and all claims are justified via proofs.,and easy to follow.,0.88755167,0.8708475,0.87912023,29
implementation which is important for online multi-agent game learning.,learning approach to game theory.,0.8980204,0.8734199,0.8855493,52
of time average of history. this goes beyond the standard metric in learning games.,of relying on uniform time-averaging.,0.8665505,0.86616045,0.8663554,61
the existing methods. this is an important advance in learning normal form games.,previous state-of-the-art algorithms.,0.88777256,0.8765211,0.88211095,61
the technical steps are easy to follow.,sections are well-structured.,0.89270276,0.8800347,0.8863234,28
propose a new metric for measuring the quality of attacks/defenses.,provide a comprehensive analysis of the current state of gnn defenses.,0.889232,0.8936894,0.8914551,43
"include global/local attacks under evasion/poisoning setting, can break several representative defense gnn models.","are tailored to specific defenses, significantly reduce the robustness of gnn models.",0.90205884,0.8768144,0.88925755,79
proposed robustness unit test set is useful for evaluating new defense models.,methodology is well-documented and can serve as a useful reference for future research.,0.88694954,0.87768406,0.88229245,64
"millions of nodes) is very important, as it may reveal more realistic lessons and guidelines. note that there are a few scalable defense models such as [2].",hundreds of thousands or millions of nodes) would provide more insights into the scalability and generalizability of the proposed methods.,0.8821368,0.87623227,0.8791746,116
"networks for web-scale recommender systems"", kdd'18. \","networks for web-scale recommender systems.""",0.9686915,0.8977191,0.9318559,11
"graph neural networks at scale”, neurips'21.","graph neural networks.""",0.94048625,0.8525628,0.89436877,23
a novelty method to boost robustness of barely robust learners. the theoretical results are quite solid.,a novel boosting algorithm for barely robust learners.,0.9453167,0.90654373,0.9255243,67
since it provides another way to study the robustness.,advance the understanding of adversarial robustness.,0.8973403,0.886467,0.8918705,33
help understanding the spirit in the algorithms and proofs.,boost robustness using black-box learners.,0.8837938,0.88115734,0.8824736,46
"verifying robustness for a general perturbation set and a general hypothesis class**. as stated in [1], the popular method random smooth might fail in verifying the $\ell_\infty$ robustness for high-dimensional images. so the realizability of the proposed algorithm highly depends on the development of robust verification.","certifying robustness efficiently, which remains an open problem in the field of adversarial learning.",0.8711667,0.82162994,0.84567344,253
"$\ell_\infty$ robustness for high-dimensional images."" j. mach. learn. res. 21 (2020): 211-1.","robustness for certain perturbation sets.""",0.86977184,0.81142926,0.8395882,69
on well-known competitive benchmarks.,+ good experimental results are demonstrated across multiple datasets.,0.8698452,0.88414717,0.87693787,55
explaining what each of the several modules does. figure 2 is particularly helpful.,"+ although the method is complex, the paper does a good job of explaining the components clearly.",0.875354,0.87283796,0.8740942,74
it would be very hard to reproduce the reported results using the description provided in the paper.,+ authors promise to share code. this is very helpful because the method is quite complex and will aid in reproducibility and further research.,0.86226285,0.88347244,0.8727388,100
complex. there are several modules involved.,- the proposed method is quite sophisticated and may require careful tuning.,0.8697401,0.90566975,0.8873413,60
method is. both training and inference times need to be provided in the updated manuscript.,- no runtime information is provided. it is hard to tell how fast/slow the method performs in real-world scenarios.,0.8587233,0.8802051,0.8693315,87
online federated multi-kernel learning algorithm. and numerical simulations show the advantages over other federated multi-kernel learning algorithms.,multi-kernel learning model for each client.,0.88431215,0.8664129,0.875271,111
and supports their proposed algorithm well.,and well-supported by the provided proofs.,0.9035839,0.8990815,0.9013271,28
that the paper achieves personalization via kernel subset selection. one may think the contribution is not very large.,the personalized kernel selection mechanism that reduces communication and computational costs.,0.8898226,0.8652863,0.87738293,79
authors should cite and compare their algorithm with other personalized federated learning papers in the absence of multi-kennel learning.,authors should include more recent works on personalized federated learning for a more comprehensive comparison.,0.90405995,0.8888257,0.8963781,69
"algorithms in datasets like mnist, fmnist, cifar-100, and even imagenet. the current datasets have small features.","types of datasets, especially those with varying levels of heterogeneity, to better showcase the algorithm's robustness.",0.8537759,0.82824564,0.840817,90
classifiers is an intriguing idea. doing this with a self-supervised backbone is also carefully considered.,is an effective strategy that allows the committee to gradually become debiased and focus on more challenging samples.,0.8392174,0.8520433,0.8455817,91
be dominated by bias-guiding samples especially in long-tailed datasets,"capture all bias-conflicting samples, leading to potential gaps in the debiasing process.",0.8727485,0.8900158,0.8812976,60
bias-conflicting samples. higher enrichment can possibly be achieved due to other factors as well?,"bias-conflicting samples as clearly as claimed, and could benefit from more detailed visual evidence.",0.891996,0.8848678,0.8884176,61
especially for demonstrating its motivation in the introduction session.,with clear explanations of the proposed methodology and its contributions.,0.8774595,0.887929,0.88266325,57
both comparing with previous methods and ablation studies.,demonstrating the effectiveness of the proposed approach.,0.87761855,0.8698207,0.8737022,47
"is also important. i'm curious about whether the detr-based framework can run as fast as, at least not slower too much compared with previous sotas.","is crucial, and a detailed comparison of inference speed and memory usage would strengthen the paper.",0.87620676,0.8364067,0.85584426,112
the two modalities to help readers get a deeper understanding on how the visual information from the two sources is well selected and utilized.,both modalities to better illustrate the interaction between lidar and image representations.,0.8988726,0.8787123,0.88867813,92
upon the state of the art.,in the utility bounds for private non-convex erm.,0.8439032,0.86221766,0.85296214,34
relevance in differential privacy and machine learning.,importance in privacy-preserving machine learning.,0.9246412,0.9418377,0.93316025,26
"wonder whether the shuffling is necessary at all: i suspect this can be circumvented using analyses of incremental sgd, such as nedic, bertsekas (incremental subgradient methods for nondifferentiable optimization, siopt 2001).","would appreciate further clarification on how the random reshuffling interacts with the privacy guarantees, especially in the context of momentum-based updates.",0.8534795,0.8069163,0.829545,170
"be marginal, compared to existing literature.",be significant in terms of both privacy and utility.,0.8670338,0.8808118,0.8738684,39
to understand the out of sample performance of the algorithm.,to see how the sensitivity-reduced analysis improves the noise addition process.,0.8874177,0.8907545,0.88908297,61
"this fact in its presentation. the main difference between the current submission and past work is that in the current paper this is analyzed for multiple passes on the data, which adds another layer of complexity into the analysis.","sufficiently on how its contributions differ from or improve upon these existing methods, which could be a missed opportunity for positioning the work more clearly.",0.8646091,0.8608024,0.8627016,170
some small inconsistencies which make reading difficult.,minor grammatical errors that should be addressed.,0.90489244,0.91206217,0.9084632,46
"can help to solve these problems may greatly benefit our community. the mathematical analysis seem extensive and sound though i didn’t check the proof in the supplementary material. experimental results also show that the proposed nsd model performs better especially in heterophilic graphs, which is in alignment with the theoretical findings.",the corresponding theoretical results about how a proper choice of the sheaf structure can mitigate these issues are well-supported by the mathematical framework provided in the paper.,0.877362,0.8551578,0.86611754,252
"structure can affect model’s separation power. in addition, it appears that the theoretical results in section 3 about the properties of harmonic space are only of analysis interest and their connection with rest of the paper is somehow loose. i suggest the authors to move some of the details to appendix or explain more about their connections if they are indeed crucial.","since it is very likely that most of the interested readers from the graph learning community are not familiar with sheaf theory (or differential geometry and algebraic topology), the readability of this paper would improve greatly to add more intuitive explanations on abstract theoretical results, e.g., regarding why change of sheaf structure impacts the diffusion process and how it relates to practical graph learning tasks.",0.84407973,0.8492699,0.84666693,315
questions regarding the implementation and experiments.,"for instance, the computational complexity seems to be large, which scales with the stalk dimension as o(d^3).",0.8252612,0.8755763,0.8496745,86
"for training as the authors pointed out, the scalability problem may still remain when in comes to making predictions in the inference stage.","additionally, the paper seems to be missing a baseline, i.e., sheafnn [1], the predecessor of the proposed nsd.",0.8402177,0.8510868,0.84561735,100
"also claimed that the proposed nsd is more powerful than sheafnn, so to what extent can nsd empirically outperform sheafnn?","furthermore, the authors claimed in section 4 that higher stalk dimension and more complex restriction maps indicate better separation power.",0.8609391,0.8480006,0.85442084,105
"translate into better ability to handle heterophily? if this is the case, how does the performance of nsd change with increasing d and restriction map complexity?",it would be useful to see more discussion or experiments addressing this point.,0.8374144,0.82619107,0.8317649,119
"with stalk dimension in the table captions? (p.s., ‘3.51 ± 5.05’ in the table seems to be wrong?)",clarifying the role of positional encodings in the context of sheaf learning would strengthen the paper's narrative.,0.8418648,0.8263272,0.83402365,91
in neurips 2020 workshop.,[1] sheaf neural networks should be cited and discussed in more detail to provide a clearer lineage of the work.,0.812105,0.86925757,0.83970994,98
"modeling, and the authors extends pix2seq model to learn 4 specific tasks in coco datasets.","modeling, which has shown great potential in both nlp and vision tasks.",0.86779404,0.8488911,0.8582385,57
training objective and model architecture design.,architecture by unifying multiple tasks into a single framework.,0.8465985,0.8757288,0.8609173,49
(although the text prompt is pre-defined). this helps create a friendly user interface to access the model.,"across different tasks, making it flexible and adaptable to various vision and vision-language tasks.",0.8494562,0.8592322,0.85431623,87
"research line unifying different computer vision tasks. the proposed model shows great potential for the ambitious goal of the all-in-one design; however, i also have several concerns about this paper, and they are listed below.","direction in multi-task learning, where a single model can handle diverse tasks without the need for task-specific architectures or loss functions. this could lead to more general-purpose models that are easier to scale and adapt to new tasks, potentially unlocking new capabilities in artificial intelligence. furthermore, the unified approach could simplify the development of models for new tasks, reducing the need for specialized engineering and enabling faster iteration and experimentation.",0.8516366,0.8561602,0.8538924,370
"task, many other vision problems developed in the community are not clearly addressed. while it is really an open research question, the title of this paper ""a unified sequence interface for vision tasks"" is indeed overclaimed. i would suggest rewrite as ""a unified sequence interface for coco dataset"" to better reflect what you have proposed and what you have done in the paper.","task, the generalizability of this approach to other vision tasks remains an open question. for example, tasks like depth estimation, optical flow, or 3d reconstruction may not naturally fit into the sequence modeling framework. additionally, the tokenization of spatial information into discrete sequences may lose some of the fine-grained details necessary for high-precision tasks. therefore, further exploration is needed to determine the full potential of this approach in the broader computer vision domain.",0.8450097,0.85807854,0.8514939,367
"authors didn't include other popular v+l tasks such as image-text retrieval and visual question answering as they are commonly evaluated in the foundation model literature. similarly, there are many popular pure vision tasks ignored in this paper, such as image/video recognition, nerf, etc. overall, this gives the impression that the task unification is achieved just because of a careful selection of downstream tasks in the experiments.","authors chose these specific tasks as 'core' and excluded others like depth estimation or optical flow. the inclusion of image captioning, a vision-language task, raises questions about the scope of the model. is the goal to unify vision tasks, or to create a more general vision-language model? clarifying this distinction would help in understanding the broader applicability of the proposed approach.",0.86751324,0.859754,0.8636162,331
"here is probably about unifying 3 selected pure vision tasks. however, pioneer works (such as maskrcnn, hrnet, and others) already unify the three tasks very well. it is unclear what is the advantage of the proposed method (i.e., using the sequence modeling for the three tasks).","here is the ability to handle both vision and vision-language tasks in a single model. however, without a direct comparison to state-of-the-art vision-language models like clip or flamingo, it is difficult to assess how competitive the proposed method is in the broader context of vision-language unification.",0.8703495,0.86135817,0.8658305,213
critical to the selected 3 tasks. the motivation of using sequence modeling for the three tasks is somewhat weak.,"crucial for tasks like instance segmentation and keypoint detection. the tokenization process may lose important spatial details, which could limit the model's performance on tasks requiring precise localization.",0.87080735,0.8833635,0.87704045,148
"and instance segmentation at the same time with just a single forward-pass, but in this paper, the inference cost could grow linearly to the number of people. the inference interface is kind of restricted: (1) only a single task is supported at a time; (2) it predicts token-by-token slowly.","and keypoint detection in parallel, whereas the proposed method requires sequential token generation, which could be a bottleneck in real-time applications. this trade-off between flexibility and speed needs to be carefully considered, especially for tasks that require fast inference.",0.86319673,0.83869225,0.850768,230
"this paper, the tasks considered require fine-grained annotations, and thus they do not have large-scale pre-training data (except for image captioning). for the considered downstream dataset, it is unclear if single-objective is more effective than multi-objective training.","this work, the authors use a task-specific weighting scheme, which requires careful tuning and may not scale as easily to a larger number of tasks. this could limit the scalability of the approach when applied to more diverse datasets or tasks.",0.87333345,0.86212015,0.86769056,202
"paper integrating a few known components together to achieve an expected ""okay"" performance. considering the technical novelty, the contribution of this paper is relatively weak.","demonstration rather than a fully optimized solution for the tasks at hand. while the unification is conceptually appealing, the practical benefits over specialized models are not yet fully realized.",0.8577103,0.86192364,0.8598118,144
"current paper content, it is difficult to reach a conclusion at this point.","current limitations in task performance and efficiency, further research is needed to fully unlock its potential.",0.87318355,0.8919205,0.8824526,74
for the paper. the experiments are very well organized and support the advantages of the proposed method. previous works are also sufficiently addressed.,"especially, the comparison between qat and ptq in section 2.2 provides good motivation for the proposed approach.",0.8610429,0.8799784,0.8704077,105
"linear annealing schedule is reasonable, and the authors sufficiently support the necessity of the teacher forcing by experiments.",the method effectively mitigates the propagation of reconstruction errors across modules.,0.8772882,0.8595597,0.8683335,99
"there is some novelty in this work, but the improvements are somewhat incremental yet practical. furthermore, there is no comparison between mrem and brecq in the tables.","the novelty of the proposed method lies in the parallel training strategy and the use of annealed teacher forcing, which differentiates it from brecq.",0.8723136,0.87722266,0.8747612,124
applicable and significant to a broad variety of downstream problems,recognized as a challenging problem.,0.8909942,0.8527435,0.87144935,49
"results, with 100*k dimensionalities",results are demonstrated.,0.8937456,0.8103821,0.8500248,21
clearly nontrivial for variational inference settings,particularly insightful.,0.9207352,0.8384989,0.87769496,42
are clear to ppl readers,are well-presented.,0.86991274,0.81513405,0.84163296,16
unclear to readers without probabilistic ml background,helpful for future research.,0.86527896,0.8228545,0.84353364,44
between performance and efficiency on gpu-like devices for semantic segmentation task.,between performance and efficiency on gpu-like devices.,0.9799609,0.9448339,0.9620769,31
global context for improving semantic segmentation by utilizing attention deeply without lost of efficiency.,global context for improving semantic segmentation performance.,0.9776083,0.9006616,0.93755877,51
"in addition, it provides a new perspective for practice on real-time semantic segmentation task.",it also demonstrates competitive results on cocostuff.,0.86850584,0.8636756,0.866084,70
