True Sentences,Generated Sentences,Precision,Recall,F1 Score,Edit Distance
"be wrong otherwise. generally speaking, it would be more intuitive to see it expressed as a difference with the performance measured in the past on an observed task.","be beneficial to explore scenarios where this assumption does not hold, as it could lead to a more comprehensive understanding of the limitations of their approach.",0.87169015,0.8586097,0.86510044,127
"this work is theoretical and the aim is not to outperform some continual learning baselines, but it would be beneficial for the community to understand how big is the gap between theory and practice.","the paper lies in its theoretical insights, yet a more detailed discussion on how these insights could translate into practical applications would enhance the paper's relevance.",0.8715404,0.86820185,0.869868,144
going to have. it would be interesting if the authors could discuss which realistic assumptions on the environments could provide a more favorable situation.,as the theoretical results need to be contextualized within real-world applications to fully appreciate their significance.,0.8584443,0.86169326,0.86006564,115
"support their argument, and provided time complexity.",provide a comprehensive overview of the correlation clustering problem and its implications in the context of differential privacy.,0.852208,0.86950266,0.8607685,102
"recent work, especially using noised agreement have novelty.","the correlation clustering problem, presenting a novel algorithm that achieves both multiplicative and additive approximation guarantees.",0.8397329,0.852883,0.8462569,104
authors need to say the sum of the “absolute value” of negative edges to prevent confusion.,"authors should clarify the definitions of the terms used, as they may lead to confusion regarding the privacy guarantees.",0.88413405,0.864655,0.87428606,77
"not independent, the privacy budget is accumulated by composition theorem. this implies the privacy budget is higher than the authors argued, exactly |g|/2 times higher than expected(the sensitivity of d is 2, as mentioned in line 227, and the sensitivity of d(v) is 1).","sensitive to the addition or removal of edges, and thus the noise added should be carefully calibrated to ensure that the overall privacy budget is maintained.",0.85449874,0.8176271,0.8356564,199
"submission. for example, [calm+21], which appears to have motivated the authors is accepted by icml.",version of the paper to include the most recent and relevant citations to enhance the credibility of their work.,0.8489427,0.84329844,0.8461111,86
"consider adopting one of the proposed methods based on similarity to one of the given datasets in the evaluation. moreover, tabular deep learning is still a relatively underexplored subject, and any push to establish better baselines could prove important.",such a detailed set of results could prove useful for practitioners that might be looking to implement these techniques in their own models.,0.8689374,0.83820486,0.8532945,189
"over the years, some are identical to the methods in this paper, e.g., the use of periodic activation functions. while the authors note that it was proposed for positional embeddings, it was also proposed for embedding plain numbers found in the text. see [1] for a survey on the various methods used in natural language processing.","namely, there are many papers on how to treat numerical data found in natural language, and specifically how to embed it in the same space as conventional word embeddings.",0.8862566,0.86461675,0.875303,240
better than another on a given dataset. there is little attempt to analyze the results or draw any conclusions. the paper would be significantly improved if it was concentrated on one specific method rather than all possible combinations of a set of methods.,incorporating these perspectives could enhance the depth of the analysis and potentially lead to more robust embedding techniques.,0.8677435,0.835823,0.8514842,189
"in [2] a different set of datasets is considered (though there is some overlap), where they already showed that deep learning methods can beat in most cases gbdt. in my view, this submission lacks a thorough explanation of their methodology for selecting the datasets they analyze and why it is okay to ignore others that have appeared in other papers.","it is unclear which method is preferred (if any), and why one method would work better than another in specific contexts.",0.8608575,0.841099,0.8508636,276
"nlp: a survey and a vision, naacl 2021.",the only explanation given is that these datasets are 'gbdt-friendly'.,0.83890635,0.8309785,0.83492357,57
"learning models for tabular data, neurips 2021.","for instance, the paper could benefit from discussing the relevance of datasets like those used in thawani et al. and gorishniy et al., which have been pivotal in advancing the field.",0.80516785,0.8517659,0.8278116,154
"clear and easy to follow manner, high clarity.",the paper is written in a straightforward and accessible style.,0.89303154,0.8789154,0.88591725,49
although extended a previous uniform sampling method.,the approach is innovative and presents a fresh perspective on the problem.,0.88769877,0.88476145,0.88622767,54
"the ""posterior collapse"" in terms of theoretical analysis.",the work provides valuable insights into mitigating posterior collapse in autoregressive vaes.,0.8468771,0.8668414,0.856743,66
the claims and proposed method in this paper,the work presents a comprehensive experimental study that validates the proposed approach.,0.86818683,0.8588876,0.8635122,66
i am not confident that the improvements over the baseline are significant.,"the significance of the work is somewhat ambiguous, especially regarding its potential impact on future research.",0.8780674,0.8917812,0.8848711,86
\lambda. it is not clear why the authors chose \lambda=1 as their choice.,the ablation study lacks a thorough examination of how different parameter settings influence the results.,0.8671045,0.85121477,0.85908616,81
"over uniform sampling on the yahoo dataset, the paper does not discuss it.","in table 1, the lack of improvement in kl and mi metrics suggests that the method may not be as effective as claimed.",0.8516843,0.86952955,0.8605144,86
"parts. first, the discrimination can propagate from input to output (theorem 1). second, the iterated mean aggregation feature imputation algorithm can exaggerate the input discrimination (theorem 2).",the propagation effect can break into two main pathways: the structural biases inherent in the graph and the imputed feature values that reflect these biases.,0.8609114,0.8453934,0.8530819,147
across groups in each iteration. the algorithm can provably satisfy epsilon-fairness.,this algorithm aims to ensure that the imputed features maintain a low discrimination risk while still achieving acceptable reconstruction error.,0.85655326,0.8565122,0.85653275,106
"between utility and fairness, which is expected.","the results indicate that while the proposed method improves fairness, it does so at the cost of some reconstruction accuracy.",0.84563035,0.88427764,0.86452234,96
intuition behind the fair graph feature imputation algorithm.,full picture of how these imputation methods interact with various graph structures and their implications for fairness.,0.8849118,0.91219133,0.89834446,79
"and an improved hybrid method, as well as some understanding of why beam search approaches are worse. the paper is well written overall, though the explanation/motivation of the proposal distribution could be made clearer.","they also provide a framework, baselines, and experimental results that demonstrate the effectiveness of their proposed methods.",0.8664317,0.8542198,0.86028236,158
know they usually assume some parametric form for the underlying probabilistic model / hazard function / etc. that is easier to work with. for neural models there is less structure to work with.,"however, as far as i can tell, the specific focus on conditional probability queries in neural sequence models is indeed a novel contribution.",0.84657216,0.849805,0.84818554,140
"combines the two for mutual benefits, using importance sampling to estimate the gap between the beam search lower bound and the true probability.",this hybrid method systematically outperforms the individual approaches across various datasets and query types.,0.8660361,0.83742833,0.8514919,112
"interactions, usage records) and models (lstms, gpt2 (which one?) ).",which adds to the robustness of their findings and demonstrates the applicability of their methods in different contexts.,0.8308574,0.803034,0.81670886,91
improves existing regret bounds that have been compared.,demonstrates significant improvements in convergence rates.,0.8930449,0.8739391,0.8833887,43
"ingredients, e.g., contraction property of mwu mapping.",insights that simplify the convergence analysis.,0.89016175,0.85435057,0.8718886,43
a new decentralized multi-agent online learning algorithm.,efficient and practical for decentralized settings.,0.87886345,0.887661,0.8832403,44
and all claims are justified via proofs.,and presents the concepts clearly.,0.89876187,0.8768351,0.8876631,29
implementation which is important for online multi-agent game learning.,approach that enhances scalability in multi-agent systems.,0.9161858,0.9031946,0.9096438,46
of time average of history. this goes beyond the standard metric in learning games.,"of relying on the entire sequence, which is more efficient.",0.88304865,0.867413,0.875161,60
the existing methods. this is an important advance in learning normal form games.,"previous methods, offering a better rate of convergence.",0.8879776,0.88405955,0.8860142,57
the technical steps are easy to follow.,the authors present their findings in a structured and coherent manner.,0.87583137,0.8745644,0.8751974,52
propose a new metric for measuring the quality of attacks/defenses.,authors also highlight the critical need for robust evaluation methods in the graph domain.,0.8856188,0.8758074,0.88068575,70
"include global/local attacks under evasion/poisoning setting, can break several representative defense gnn models.",demonstrate the inadequacy of existing defenses against stronger adversarial strategies.,0.8766792,0.84182984,0.8589012,84
proposed robustness unit test set is useful for evaluating new defense models.,the proposed methodology provides a solid foundation for future research in adversarial robustness.,0.900164,0.8970101,0.8985843,69
"millions of nodes) is very important, as it may reveal more realistic lessons and guidelines. note that there are a few scalable defense models such as [2].","considering the scale of real gnn applications (e.g., [1]) for attacking, evaluating attacks/defenses on large graphs (with",0.82535744,0.83803254,0.83164674,114
"networks for web-scale recommender systems"", kdd'18. \","networks for semi-supervised classification"".",0.89416414,0.8469128,0.86989725,33
"graph neural networks at scale”, neurips'21.","graph neural networks against adversarial attacks"".",0.8829391,0.8521358,0.86726403,24
on well-known competitive benchmarks.,the results demonstrate the effectiveness of the proposed querypose framework.,0.8725488,0.87652504,0.87453246,63
explaining what each of the several modules does. figure 2 is particularly helpful.,of clearly explaining the architecture and the rationale behind each component.,0.897619,0.8807764,0.88911796,66
it would be very hard to reproduce the reported results using the description provided in the paper.,it will allow other researchers to replicate and build upon their work.,0.89113677,0.88147444,0.88627934,67
complex. there are several modules involved.,innovative in its approach to multi-person pose estimation.,0.8469958,0.88699263,0.8665329,46
method is. both training and inference times need to be provided in the updated manuscript.,method performs in practical applications without this crucial data.,0.8613373,0.86622113,0.8637724,67
classifiers is an intriguing idea. doing this with a self-supervised backbone is also carefully considered.,is a crucial aspect that enhances the committee's ability to focus on challenging bias-conflicting samples.,0.85239697,0.84942204,0.8509069,88
be dominated by bias-guiding samples especially in long-tailed datasets,"capture the full diversity of bias-conflicting samples, potentially limiting the effectiveness of the committee.",0.87308276,0.88897216,0.8809559,73
bias-conflicting samples. higher enrichment can possibly be achieved due to other factors as well?,"the nuanced differences between bias-guiding and bias-conflicting samples, which is essential for understanding its effectiveness.",0.8616806,0.85717005,0.8594194,100
especially for demonstrating its motivation in the introduction session.,it presents a clear and structured approach to multi-modal 3d object detection.,0.86695224,0.87343466,0.8701813,61
both comparing with previous methods and ablation studies.,demonstrating the effectiveness of the proposed method.,0.8769838,0.8695948,0.8732737,45
"is also important. i'm curious about whether the detr-based framework can run as fast as, at least not slower too much compared with previous sotas.",it is crucial to evaluate the computational efficiency and resource requirements of the proposed approach.,0.8922558,0.8372998,0.8639047,108
the two modalities to help readers get a deeper understanding on how the visual information from the two sources is well selected and utilized.,the multi-modal interaction to better illustrate how the model leverages information from both modalities.,0.898345,0.8921088,0.89521605,95
upon the state of the art.,over previous methods for achieving differential privacy in non-convex empirical risk minimization.,0.83222115,0.84842867,0.84024674,82
relevance in differential privacy and machine learning.,"importance in the context of machine learning, especially given the increasing concerns around data privacy.",0.88047814,0.9226543,0.9010729,79
"wonder whether the shuffling is necessary at all: i suspect this can be circumvented using analyses of incremental sgd, such as nedic, bertsekas (incremental subgradient methods for nondifferentiable optimization, siopt 2001).","would suggest clarifying the role of shuffling in the context of privacy guarantees, as it may confuse readers.",0.86443317,0.80467725,0.83348554,175
"be marginal, compared to existing literature.",significantly enhance the utility bounds while maintaining privacy.,0.85387236,0.85631424,0.8550916,51
to understand the out of sample performance of the algorithm.,to explore the trade-offs between computational efficiency and privacy guarantees.,0.89780116,0.89097774,0.89437646,59
"this fact in its presentation. the main difference between the current submission and past work is that in the current paper this is analyzed for multiple passes on the data, which adds another layer of complexity into the analysis.","this prior work adequately, which could mislead readers about the novelty of the approach.",0.8844561,0.8510457,0.8674294,176
some small inconsistencies which make reading difficult.,grammatical errors that detract from the overall clarity and professionalism of the presentation.,0.8868902,0.9064691,0.89657277,76
"modeling, and the authors extends pix2seq model to learn 4 specific tasks in coco datasets.","modeling, aiming to create a unified interface for diverse vision tasks.",0.8865696,0.8541682,0.87006736,57
training objective and model architecture design.,architecture and training process for multiple vision tasks.,0.8832777,0.8841406,0.88370895,45
(although the text prompt is pre-defined). this helps create a friendly user interface to access the model.,"for various vision tasks, enhancing flexibility and scalability.",0.87668455,0.8646582,0.8706298,85
"research line unifying different computer vision tasks. the proposed model shows great potential for the ambitious goal of the all-in-one design; however, i also have several concerns about this paper, and they are listed below.",direction in the development of generalist vision models that leverage unified frameworks.,0.880592,0.8453122,0.86259145,170
"task, many other vision problems developed in the community are not clearly addressed. while it is really an open research question, the title of this paper ""a unified sequence interface for vision tasks"" is indeed overclaimed. i would suggest rewrite as ""a unified sequence interface for coco dataset"" to better reflect what you have proposed and what you have done in the paper.","task, the generalizability of this approach to a broader range of vision tasks is still uncertain.",0.88373005,0.85031813,0.8667022,304
"authors didn't include other popular v+l tasks such as image-text retrieval and visual question answering as they are commonly evaluated in the foundation model literature. similarly, there are many popular pure vision tasks ignored in this paper, such as image/video recognition, nerf, etc. overall, this gives the impression that the task unification is achieved just because of a careful selection of downstream tasks in the experiments.","authors chose to include image captioning as a core task, which may skew the evaluation of their unified approach.",0.89014184,0.8438646,0.8663857,352
"here is probably about unifying 3 selected pure vision tasks. however, pioneer works (such as maskrcnn, hrnet, and others) already unify the three tasks very well. it is unclear what is the advantage of the proposed method (i.e., using the sequence modeling for the three tasks).","is the integration of multiple vision tasks into a single framework, yet a direct comparison with existing v+l models would strengthen their claims.",0.85835624,0.8417142,0.8499538,201
critical to the selected 3 tasks. the motivation of using sequence modeling for the three tasks is somewhat weak.,"crucial for tasks like object detection and keypoint estimation, which may limit the effectiveness of the proposed method.",0.88479054,0.8834095,0.8840995,90
"and instance segmentation at the same time with just a single forward-pass, but in this paper, the inference cost could grow linearly to the number of people. the inference interface is kind of restricted: (1) only a single task is supported at a time; (2) it predicts token-by-token slowly.","and keypoint detection more efficiently, highlighting a potential drawback of the proposed method.",0.8833185,0.8217041,0.851398,233
"this paper, the tasks considered require fine-grained annotations, and thus they do not have large-scale pre-training data (except for image captioning). for the considered downstream dataset, it is unclear if single-objective is more effective than multi-objective training.","the context of multi-task learning for vision, the complexity of balancing multiple loss functions may hinder the training process.",0.87621856,0.85257566,0.8642354,208
"paper integrating a few known components together to achieve an expected ""okay"" performance. considering the technical novelty, the contribution of this paper is relatively weak.",overview rather than a comprehensive study that addresses the nuances of each task.,0.87055755,0.8424125,0.85625374,132
"current paper content, it is difficult to reach a conclusion at this point.","current limitations in efficiency and task generalization, its practical applicability remains to be fully realized.",0.85445094,0.8820627,0.8680373,83
between performance and efficiency on gpu-like devices for semantic segmentation task.,between performance and efficiency on gpu-like devices.,0.9799602,0.9448335,0.96207637,31
global context for improving semantic segmentation by utilizing attention deeply without lost of efficiency.,global context for improving semantic segmentation without loss of efficiency.,0.97031736,0.9350103,0.95233667,31
"in addition, it provides a new perspective for practice on real-time semantic segmentation task.",this demonstrates its effectiveness across multiple datasets.,0.8929391,0.8639945,0.87822837,65
design. this paper is incremental compared with previous work ddrnet. the novelty of this paper is limited.,"architectures, but it is specifically tailored to enhance the performance in real-time segmentation tasks.",0.854686,0.85195386,0.85331774,87
"1, the miou score and fps improvement are both limited, not obvious enough.","2, the gains in miou are modest compared to existing state-of-the-art methods.",0.8990514,0.9048956,0.90196407,59
"the method is simple and not novel enough. in addition, why not apply this method to other vision tasks, like classification, object detection.",the generalization of the model to other datasets beyond those tested may require further validation.,0.8763815,0.8643834,0.8703411,98
"the constraints previous approaches required. however, the paper would benefit from a more detailed discussion of evolutionary approaches such as this (mentioned briefly in lines 246-248) as well as the previous attempts to train ssns (mentioned briefly in the introduction) to help the reader understand the literature landscape and the specific contributions of this paper.",the approach of interleaving gradient optimization steps with the evolutionary steps also appears to be original.,0.8527608,0.8198118,0.83596176,296
"a more challenging task of optimizing the gsm on cifar-10 images. however, clarity issues related to the explanation of the comparison for this task currently make the claims of improved performance on this task hard to evaluate (see detailed questions concerning this below).",the approach seems to outperform the previous method on the existing task (though see questions section below for concerns about the explanation of this setup).,0.893026,0.86921144,0.88095784,192
"addition, as mentioned in the quality section above (and in more detail in the questions section below), there seem to be important details related to the experiment setup that are missing which makes it confusing and hard to evaluate the empirical claims.","see the questions section below for some specific examples, but thorough proofreading would help the presentation.",0.8779464,0.8611063,0.8694448,183
step in that direction. the ideas of incorporating gradient-based optimization along with potential topological changes during training could be of interest to the broader machine learning community.,i think this paper makes a substantial contribution to the understanding of neural circuit mechanisms and their computational capabilities.,0.8658879,0.85442764,0.86011964,144
"of noun phrases), some external resources will be required (for example, an already trained constituent parser) which we may not assume to be readily available for a wide variety of languages. therefore, it seems to me that the proposed theory has a limited scope.","the authors could elaborate on the challenges and potential strategies for implementing data augmentation in textual data, as the complexities differ significantly from image data.",0.86122894,0.8409784,0.8509832,194
"vc dimension in classical pac learning. in the proposed theory, different modes of realizability entail different characterizations of learnability.","the classical pac learning framework, which typically offers clearer boundaries and definitions for these concepts.",0.8879193,0.8608181,0.87415874,96
"a 1-inclusion-graph predictor), i.e. to calculate the label on any new test point, the entire training set will be used (as it is, for example, in the k nearest neighbors algorithm), which calls into question the computational efficiency of learning.",the optimal learning algorithm is again conditioned by the realizability mode.,0.8607216,0.83388865,0.8470927,202
it has been a good transformer based method for high-quality image restoration applications.,and demonstrates significant improvements over existing methods.,0.8946043,0.8816186,0.88806397,71
"like rectangle-window self-attention, axial-shift operation, and locality complementary module.",which aids in understanding the overall framework.,0.8775668,0.8482568,0.862663,72
and demonstrate the effects of each proposed component.,and provide valuable insights into the contributions of each component.,0.9141139,0.9344637,0.9241768,43
"the proposed method cat. the visual differences between the proposed cat and other methods are very obvious, and further show the effectiveness of the proposed cat. similar observations happen for image jpeg compression artifact reduction.","the proposed cat models, highlighting their effectiveness in various image restoration tasks.",0.90248525,0.8749558,0.88850737,170
and organization are pretty good.,is coherent and well-structured.,0.8738875,0.88058555,0.87722373,27
"for reproduction, which further shows the solidness of the work.",which enhances the reproducibility of their results.,0.88651466,0.88936913,0.88793963,51
"w, sl should be given in the caption.","w, and other parameters should be explicitly defined for clarity.",0.8694805,0.8972895,0.8831662,42
model size and flops than the related work swinir. it would be much better if the authors provide comparisons with swinir using similar parameter number and flops.,"model size compared to some traditional methods, which may impact deployment in resource-constrained environments.",0.85927796,0.83647156,0.8477214,115
"cat-a. for jpeg compression artifact reduction, the authors only show cat. it is not very clear about its model size and flops.","cat-a, but the differences in their configurations and performance should be elaborated further.",0.8918721,0.86250126,0.87694085,90
"well-structured, and easy to follow.",the paper is well-structured and presents a novel approach to anomaly detection.,0.89208424,0.90204275,0.89703584,51
"on anomaly detection tasks, which has highly practical significance.","this paper explores the impact of noise data on unsupervised anomaly detection methods, highlighting the challenges posed by noisy training sets.",0.85604703,0.894727,0.8749597,106
experiments to explain insights and analyze the impact of noise on ad tasks.,"the proposed task setup is reasonable, and the authors have conducted fundamental experiments to validate their approach, demonstrating the effectiveness of their method.",0.8648274,0.8854449,0.87501466,127
effectiveness of the proposed method is verified.,"from the experimental results, the proposed method shows significant improvements over existing techniques, particularly in noisy environments.",0.8686776,0.89159214,0.87998575,106
"should be $w_{(i)}$; line 268, lof achieve -> achieved.","there are some grammatical errors: line 156, $w_(i)$ should be corrected to $w_i$ for consistency in notation.",0.8662141,0.874136,0.87015706,86
"symbol of sample variance $\sum_{h,w}$ is confusing in eq(2) and (3).","the mathematical notation should be improved. for example, the definitions of variables could be clearer to enhance readability.",0.8577123,0.7950946,0.82521725,101
should be given more explanations.,"the critical threshold τ is set to a constant value, which may limit the adaptability of the method to varying noise levels.",0.82879806,0.84576714,0.83719665,104
"are actually new. but since i can't point to a previous reference that proves these results, i recommend accepting the paper.",do not lead to significant advancements in the field of algorithmic linear algebra.,0.86628234,0.84930485,0.85770965,91
"groundbreaking; still, they are nontrivial observations that yield great results.","easily applicable to all types of distance metrics, which may limit their generalizability.",0.8502476,0.85482574,0.85253054,71
seems like a scientifically interesting research topic to me to find the linguistic differences between natural and emergent languages.,it also contributes to the understanding of the relationship between emergent and natural languages.,0.9196449,0.88874996,0.90393347,88
the background is explained with good attention to details.,the methodology is clearly outlined.,0.92884636,0.8925116,0.9103165,42
writing is quite good.,is generally well-structured and easy to follow.,0.86226636,0.8945662,0.8781193,38
"not fundamentally change the field of nlp, it is a nice focused contribution.","suggest that has may not apply meaningfully to emergent languages, they provide valuable insights.",0.8490235,0.8631547,0.85603076,72
languages in multiple settings in addition to lewis's signaling game.,language properties in more diverse settings.,0.8982429,0.8498359,0.8733691,42
not think this takes away from the merit of the paper.,appreciate the focused approach to a specific aspect of emergent languages.,0.85642195,0.8690727,0.86270094,53
related work needed to understand the proposed approach.,the challenges associated with quantizing transformer models.,0.8927902,0.8915976,0.8921935,49
with related work on the glue benchmark.,of their method against previous state-of-the-art approaches.,0.8820627,0.87612873,0.8790857,46
model has competitive performance compared to previous sota.,model can be achieved through the proposed multi-distillation and elastic binarization techniques.,0.849767,0.86183435,0.85575813,72
and selection of hyper-parameters could affect the model performance.,affects the overall performance of the binarized models in different layers.,0.8844509,0.90051264,0.89240944,59
their contributions. their proof for $d=1$ provides a good initiation for the general proof.,"the authors clearly explain the problem, outlining the critical separation threshold for efficient learning of spherical gaussian mixtures.",0.8521874,0.84639114,0.84927934,101
"problem and, to my knowledge, the contribution seem significant.",the authors build upon previous work to address the challenges in low-dimensional regimes.,0.84965485,0.84778345,0.84871817,67
"if possible, it would be very interesting to see numerical performance of this algorithm, or a discussion on why this is not feasible.","this algorithm is efficient and operates under conditions of smaller separation than previously established, making significant contributions to the field.",0.8709829,0.86614513,0.8685573,114
interesting application of lottery tickets.,empirical validation of the effectiveness of sparse networks in low data regimes.,0.8767369,0.89329296,0.88493747,62
"authors consider also the case where lottery tickets are used in combination of other techniques for limited-data regimes, such as data augmentation.",results demonstrate that sparse winning tickets significantly outperform dense networks in data-limited scenarios.,0.8938557,0.8730265,0.8833183,101
written and easy to follow.,structured and clearly written.,0.925663,0.91201866,0.9187902,20
"an empirical study, it is important to provide also an analysis that tries to explain the performance shown in the experiments and identifies the properties of the lottery tickets that are useful in this context.","focused on understanding the properties of sparse networks, it provides valuable insights into their generalization capabilities.",0.8769578,0.8693705,0.8731476,156
"all the experiments using resnet-18, which is a quite simple architecture. i am curious to see if the same results could be obtained using also other architectures.","experiments primarily on resnet architectures, which may limit the generalizability of their findings.",0.8855647,0.87040263,0.8779182,108
"sparse networks for data-limited regimes in the context of image classification, there are some results in nlp.","the specific application of iterative magnitude pruning in low data regimes, the concept of sparsity improving performance in such settings is well-established.",0.8760057,0.88479686,0.8803794,112
it easy to justify and understand the underlying reasons that explain the design.,this makes it a significant contribution to the field of time series forecasting.,0.8674769,0.8588338,0.86313367,62
improvement relative to the specified benchmark.,advancement in the accuracy and interpretability of time series predictions.,0.8489064,0.86197615,0.8553914,55
"by the ground truth. hence, there is a high probability that they are caused by numerical instabilities in the numerical algorithms.","these sudden breaks of continuity are not reflected or explained in the analysis, which raises concerns about the robustness of the model.",0.8701352,0.872916,0.8715234,110
be versions of the same pipeline capable of reaching even better performances.,be potential for further optimization and improvement in the model's performance.,0.89789104,0.88775116,0.89279234,51
surface in terms of the bias-variance tradeoff parlance.,the authors effectively highlight the challenges posed by the multimodal nature of the hyperparameter posterior and propose innovative solutions to navigate this complexity.,0.83818185,0.852824,0.8454395,136
a relatively understudied area in literature.,the use of mcmc sampling to approximate the hyperparameter posterior is a commendable approach that allows for a more comprehensive exploration of model uncertainty.,0.82780576,0.8553101,0.84133315,136
m is the number of samples - how exactly can this method scale? perhaps by interleaving fbgp at intervals with traditional ml-ii optimisation - a more sophisticated strategy would be required.,"the computational burden increases significantly with larger datasets, potentially limiting the practical applicability of the proposed methods in real-world scenarios where data is abundant.",0.86314535,0.8406339,0.85174096,155
the integration of model compression into existing pac-bayes bound to make the bound non-vacuous.,its focus on model compressibility as a key factor in understanding generalization in neural networks.,0.8786305,0.851599,0.86490357,71
better intrinsic dimension of the task of interest. it is then followed by a quantization technique to compress the model further to regularize the model of interest further according to the occam's razor.,more efficient and scalable way to train neural networks in lower-dimensional spaces.,0.8716282,0.82332367,0.8467877,161
"running time significantly, seems as an engineering technique to optimize [38].","training efficiency, may require further empirical validation against a broader range of architectures.",0.8640077,0.83909535,0.8513694,77
"bounds do not include results on several datasets, but it would make the paper more convincing if those methods could be reproduced and evaluated on the datasets of interest.",bounds could be more comprehensively compared to strengthen the claims of superiority made in this work.,0.87561786,0.86432433,0.86993444,125
"of this article, and the writing logic is clear, the motivation and optimization point of this paper is clearly clarified.",the example effectively demonstrates how the neuroschedule algorithm improves scheduling efficiency by utilizing gnns.,0.8610752,0.85666436,0.8588642,102
"convenient for calculation when performing operations, thereby reducing the complexity of the overall calculation.","suitable for the scheduling process, allowing for better resource utilization.",0.9107389,0.9053185,0.9080206,77
"is predicted through the gnn model, thereby reducing the execution time of the entire process.","is effectively learned through the proposed model, enhancing the scheduling outcomes.",0.9168489,0.8957825,0.90619326,61
"same type in each step are mutually exclusive, a restrictive description of the execution should be given to avoid readers' guessing.","cdfg are represented as nodes, a more thorough explanation of how these representations impact scheduling would be beneficial.",0.8775023,0.8612063,0.86927795,102
"accuracy, and the final execution time is longer than that of eds. the paper lacks the analysis of the benefit ratio of additional computing device.",runtime efficiency and scalability of the proposed method over traditional approaches.,0.8699533,0.84385,0.8567028,105
"into account many variants, domain changes, etc.",a variety of graph structures into account.,0.8804944,0.89058024,0.8855086,39
results on scattering hold,frameworks are considered.,0.88434815,0.840273,0.8617474,23
"convincing, especially for graph regression",well-designed and provide insightful results.,0.85781276,0.84247994,0.8500772,38
"within the experiment section, and may seem a tad arbitrary. as a result, the reader is somewhat left wondering all along the paper what the actual architecture is, if this is just an abstract formulation of previous architecture or if there is something fundamentally new here. examples of implementation on graphs along the abstract description could really help the understanding of the approach.",which may lead to difficulties in understanding the practical implications of the proposed methods.,0.89044636,0.83664316,0.8627067,326
