True Sentences,Generated Sentences,Precision,Recall,F1 Score,Edit Distance
proposed method in this paper,demonstrates the effectiveness of the proposed method.,0.857338,0.84478307,0.85101426,42
that the improvements over the baseline are significant.,about its broader implications in the field.,0.8921641,0.8812294,0.886663,41
why the authors chose \lambda=1 as their choice.,how this parameter affects the overall performance.,0.87719154,0.84841365,0.8625626,40
"yahoo dataset, the paper does not discuss it.","datasets used, which raises questions about the method's effectiveness.",0.87516266,0.8674,0.87126404,51
"(theorem 1). second, the iterated mean aggregation feature imputation algorithm can exaggerate the input discrimination (theorem 2).","the propagation effect can break into two parts. first, the discrimination can propagate from input to output, leading to biased model predictions that reinforce existing disparities.",0.86586237,0.83869505,0.8520622,134
iteration. the algorithm can provably satisfy epsilon-fairness.,"iteration of the imputation process, ensuring that the imputed features maintain a low discrimination risk while still achieving reasonable reconstruction accuracy.",0.8485932,0.8578949,0.8532186,122
"and fairness, which is expected.","and fairness, indicating that while the proposed method can reduce discrimination risk, it may not always enhance model performance across all datasets.",0.8514278,0.9241108,0.88628167,123
fair graph feature imputation algorithm.,"theoretical underpinnings of the discrimination risk metric, which may require further elaboration to enhance understanding among readers.",0.8285892,0.880986,0.85398465,112
"surprised if the same ideas used by survival analysis researchers haven't already been used by researchers in other fields that need to enforce monotonicity). that said, i think a paper that neatly shows that there's a general idea that subsumes existing approaches is valuable.","the proposed hll method builds upon existing concepts in survival analysis, suggesting that it may not represent a significant leap in methodology.",0.87729627,0.8488446,0.86283594,212
sound more complicated than they actually are.,"appear more complex than necessary, which could hinder understanding.",0.8936074,0.8857352,0.8896538,46
lattice layer in the case of partially monotone regression.,"lattice models, particularly in terms of handling high-dimensional inputs without sacrificing performance.",0.8724965,0.8878545,0.8801085,74
why the proposed method clearly works and we really don't need a specialized training procedure.,a simple running example throughout the paper could clarify the concepts and demonstrate the advantages of hll.,0.8768803,0.8733981,0.8751357,86
done in survival analysis but i'd assume that it's also done in other fields too).,a common approach in survival analysis and could provide context for the contributions of hll.,0.8626105,0.83735245,0.84979385,60
that is not grammatically correct and detracts from reading the paper). as a few examples:,that disrupts the flow of the narrative.,0.90718675,0.8506388,0.8780032,66
"other features are equal [potharst and feelders, 2002].""","monotonicity constraints are satisfied, the results can be interpreted more easily.",0.832589,0.7865557,0.80891794,60
"et al., 2016], and they can be used for fair machine learning [wang and gupta, 2020].""","et al., 2016].",0.9348282,0.8224992,0.8750737,72
networks. lifetime data analysis. 2021 oct;27(4):710-36.,networks is a relevant reference that could enhance the discussion on monotonicity in regression models.,0.8419605,0.7807642,0.81020844,78
"search approaches are worse. the paper is well written overall, though the explanation/motivation of the proposal distribution could be made clearer.","they also provide a framework, baselines, and an improved hybrid method, as well as some understanding of why beam search performs poorly in high-entropy scenarios.",0.860993,0.8618028,0.86139774,123
hazard function / etc. that is easier to work with. for neural models there is less structure to work with.,"however, as far as i know, they usually assume some parametric form for the underlying probabilistic model, which this paper seeks to address.",0.83133394,0.85328823,0.84216803,101
to estimate the gap between the beam search lower bound and the true probability.,this hybrid method effectively leverages the strengths of both techniques to improve query estimation accuracy.,0.87845314,0.8605369,0.8694027,81
"models (lstms, gpt2 (which one?) ).","demonstrates the applicability of their methods across different domains, highlighting the versatility of their approach.",0.83410525,0.81505454,0.82446986,100
bounds that have been compared.,bounds significantly.,0.9073768,0.86018074,0.8831486,22
property of mwu mapping.,mapping techniques.,0.9016178,0.8709006,0.88599306,21
decentralized multi-agent online learning algorithm.,approach in the field.,0.9010364,0.8565212,0.878215,42
are justified via proofs.,are substantiated with rigorous proofs.,0.9372355,0.9521159,0.9446171,19
important for online multi-agent game learning.,efficient and easy to understand.,0.87472314,0.8691716,0.8719385,36
this goes beyond the standard metric in learning games.,this allows for more targeted learning dynamics.,0.9006232,0.89512753,0.89786696,30
an important advance in learning normal form games.,this is a significant advancement in the study of online learning.,0.9238351,0.9144964,0.91914207,45
"graph data settings, considering the number of adversarial nodes (users) is more important than considering the magnitude of adversarial perturbation on each node.","this seems a realistic setting to me - in practical scenarios, adversaries may not be limited in the extent of their perturbations.",0.87055075,0.8635446,0.86703354,106
approaches show the flexibility of their approach to different cases.,"the authors evaluate their approach in different settings, e.g. with skip-connections and under different sparsifications.",0.8650211,0.9085832,0.8862672,88
"as long as both nodes of the edge are considered as adv nodes, although such a bound seems like a loose bound.",the paper does not discuss the applicability of their approach against this type of attack.,0.85822994,0.83487296,0.84639037,82
learning[c]//international conference on learning representations. 2018.,"to potentially address edge-modification attacks, which are a significant concern in gnn robustness.",0.846595,0.8274684,0.8369224,79
the 28th international joint conference on artificial intelligence. 2019: 3961-3967.,"if i understand correctly, the exact certification provided by the algorithm is limited to specific adversarial perturbations on designated nodes.",0.82040274,0.8063545,0.81331795,114
"the latter is a more useful certificate that can be achieved by previous approaches, while the current one is limited to a specified node set.",this limitation may hinder the practical applicability of the certification in real-world scenarios where multiple nodes could be compromised simultaneously.,0.8714604,0.86473644,0.86808544,118
of barely robust learners. the theoretical results are quite solid.,"the proposed method, -roboost, effectively enhances the robustness of barely robust learners.",0.8669556,0.8967157,0.8815845,66
another way to study the robustness.,a new perspective on adversarial robustness.,0.9123217,0.92101276,0.9166466,26
spirit in the algorithms and proofs.,relationship between barely robust learning and strongly robust learning.,0.8555113,0.88065207,0.86789966,53
method random smooth might fail in verifying the $\ell_\infty$ robustness for high-dimensional images. so the realizability of the proposed algorithm highly depends on the development of robust verification.,this highlights the need for further research into efficient certification methods for robustness.,0.88903195,0.8362801,0.8618496,154
"images."" j. mach. learn. res. 21 (2020): 211-1.",approaches for certifying robustness may not be sufficient for high-dimensional data.,0.850865,0.8093449,0.82958573,71
well-known competitive benchmarks.,"the ms coco and crowdpose datasets, demonstrating the effectiveness of the proposed querypose framework.",0.84596026,0.8741133,0.85980636,85
several modules does. figure 2 is particularly helpful.,"components and modules do, making it easier for readers to understand the overall approach.",0.8810176,0.8928103,0.88687474,62
reproduce the reported results using the description provided in the paper.,reproduce the results without access to the implementation details.,0.9037453,0.89949906,0.9016172,45
are several modules involved.,are several intricate components that may require careful tuning to achieve optimal performance.,0.8704413,0.93352294,0.9008792,72
times need to be provided in the updated manuscript.,times should be included to give a clearer picture of the method's practicality in real-world applications.,0.86709917,0.902809,0.88459384,75
numerical simulations show the advantages over other federated multi-kernel learning algorithms.,the proposed method effectively addresses the challenges of communication efficiency and heterogeneous data in federated learning.,0.89569974,0.9087615,0.90218335,100
their proposed algorithm well.,the claims made regarding the performance and efficiency of the proposed algorithm.,0.8911357,0.9250267,0.90776503,63
subset selection. one may think the contribution is not very large.,the core contribution is that the paper achieves personalization via kernel selection tailored to individual client data.,0.8541926,0.86995983,0.86200416,89
with other personalized federated learning papers in the absence of multi-kennel learning.,"since the paper focuses on personalized federated learning, the authors should cite and compare their algorithm with recent advancements in personalized federated learning frameworks.",0.87075317,0.8834403,0.8770508,113
"cifar-100, and even imagenet. the current datasets have small features.","in federated learning, it’s usual to compare different algorithms in datasets like mnist, fmnist, and cifar-10 to demonstrate generalizability and robustness.",0.8378496,0.86663926,0.8520013,120
this with a self-supervised backbone is also carefully considered.,"this approach allows the committee to adaptively focus on the most challenging bias-conflicting samples, enhancing the overall debiasing process.",0.83453393,0.8539659,0.844138,108
bias-guiding samples especially in long-tailed datasets,"bias-guiding samples, especially if the dataset has a more balanced distribution of classes.",0.9087251,0.938403,0.9233256,47
possibly be achieved due to other factors as well?,higher enrichment can be illustrated through additional metrics or visualizations that explicitly show the committee's performance on bias-conflicting samples compared to bias-guiding ones.,0.83678603,0.85565615,0.8461159,160
a broad variety of downstream problems,the advancement of probabilistic programming systems.,0.87591046,0.8598138,0.8677875,37
with 100*k dimensionalities,demonstrate the effectiveness of the proposed method.,0.8629823,0.8049806,0.832973,45
for variational inference settings,and showcase the robustness of the sdvi approach.,0.86568975,0.8735528,0.8696035,41
to ppl readers,which aids in understanding the proposed methodology.,0.855625,0.82223636,0.83859843,45
without probabilistic ml background,who are not familiar with advanced probabilistic programming concepts.,0.87171364,0.8870727,0.8793261,48
is novel and efficient.,interactions is a novel approach that enhances the understanding of video content.,0.8752861,0.89261484,0.8838656,62
also provide the code to reproduce.,provide a comprehensive analysis of related work and clearly articulate the contributions of vita.,0.84835476,0.8629181,0.8555745,79
of the proposed method.,of vita in achieving state-of-the-art results across multiple datasets.,0.8482075,0.8921766,0.86963665,56
this paper provides a new perspective for such areas.,the proposed method addresses these challenges effectively by leveraging object-centric tokens.,0.88982356,0.91824305,0.90380996,66
see the results using image instance segmentation as the same as seqformer.,see a more detailed discussion on the limitations of such comparisons and how vita's unique contributions stand apart.,0.8456554,0.8455765,0.84561586,81
is to use part of object queries to ensure each frame has an equal number of queries.,to optimize the query selection process could further enhance the model's efficiency and performance.,0.88321304,0.87383175,0.87849736,73
youtube-vis-2022 experimental results?,additional qualitative results to illustrate the advantages of vita over existing methods?,0.8563892,0.8433399,0.8498145,72
reference value for practitioners.,the proposal is sound and appears to have good experimental validation.,0.85084593,0.8740752,0.86230415,56
prior art to demonstrate its effectiveness.,the method is tested with large public datasets and compared to various existing models.,0.8431318,0.87326264,0.85793275,68
requires some clarification.,at places the writing of the paper could benefit from improved clarity.,0.85363835,0.90153855,0.8769348,56
benchmarks to learn the performance predictor.,benchmark datasets to improve the efficiency of neural architecture search.,0.89946926,0.9092697,0.9043429,44
the network's feature space and the label distribution.,the source and target architecture spaces through a progressive subspace partition.,0.8569851,0.87460744,0.8657066,54
good ablation studies.,a comprehensive experimental evaluation demonstrating the effectiveness of their approach.,0.88541925,0.8821309,0.883772,74
function-space inference of neural networks (and not only).,it introduces a novel approach that effectively combines gaussian measures with deep learning architectures.,0.86563003,0.84535396,0.85537183,82
it is sufficiently self-contained,the structure of the paper aids in understanding the complex concepts involved.,0.8539331,0.8658385,0.8598446,61
"common for all variational inference methods in function space with gaussian posterior, but i would still appreciate a comment from the authors on this.",this limitation may restrict the flexibility needed to capture more complex posterior distributions.,0.8623762,0.8441834,0.8531828,114
"various papers. did you use the same models, same architectures, and same setup?","my only concern is on the comparison with other methods, given that those numbers have been copied from previous works without sufficient justification.",0.85155416,0.8642497,0.85785496,116
citations when proceedings are available).,this would enhance the professionalism and readability of the paper.,0.85234666,0.82677317,0.8393652,47
maybe a uniform notation is easier to follow.,this inconsistency could lead to confusion for the reader.,0.89476895,0.88667285,0.8907025,44
deep gaussian process perspective. neurips 2021,this work provides valuable insights that could be relevant to the discussions in this paper.,0.842051,0.8349203,0.8384705,75
to understand the proposed approach.,"the authors provide a thorough overview of the advancements in ai, particularly in the context of transformer models and quantization techniques.",0.85932183,0.8930681,0.87587,120
the proposed approach.,the methodology employed for binarizing transformer models is well-articulated.,0.8444832,0.91254014,0.8771936,63
model replicability.,training binarized models are effectively summarized.,0.8548907,0.8769977,0.8658031,41
work on the glue benchmark.,"works, demonstrating the advantages of their approach over previous methods.",0.87759876,0.8818264,0.8797075,57
performance compared to previous sota.,"performance metrics, significantly narrowing the accuracy gap with full-precision models.",0.85286295,0.8673917,0.86006594,63
hyper-parameters could affect the model performance.,the quantization schedule impact the overall performance of the model.,0.91046613,0.9023034,0.9063664,41
of lottery tickets.,of sparse networks in data-limited image recognition.,0.8535459,0.8782836,0.86573803,42
"used in combination of other techniques for limited-data regimes, such as data augmentation.",the authors consider also the case where lottery tickets are effective in long-tailed classification scenarios.,0.86899847,0.86245346,0.86571354,81
easy to follow.,structured logically.,0.9045237,0.8808292,0.8925192,16
explain the performance shown in the experiments and identifies the properties of the lottery tickets that are useful in this context.,"since the paper is an empirical study, it is important to provide also an analysis that tries to elucidate the underlying mechanisms contributing to the observed performance improvements.",0.8642171,0.8765039,0.8703171,132
i am curious to see if the same results could be obtained using also other architectures.,"in the paper, the authors perform all the experiments using resnet-18, which is a quite simple architecture, and exploring more complex models could provide additional insights.",0.8653906,0.8904807,0.87775636,131
"context of image classification, there are some results in nlp.","even though there are no prior works on sparse networks for data-limited regimes in the literature, the findings align with existing knowledge on the benefits of sparsity in neural networks.",0.85012233,0.8735573,0.8616805,152
into existing pac-bayes bound to make the bound non-vacuous.,which provides a novel perspective on understanding generalization in neural networks.,0.85356534,0.84447575,0.8489962,66
a quantization technique to compress the model further to regularize the model of interest further according to the occam's razor.,"these methods enhance the adaptability of the model to the complexity of the dataset, leading to improved performance.",0.8941598,0.8553285,0.8743132,93
as an engineering technique to optimize [38].,to require further empirical validation to fully establish its effectiveness across various tasks.,0.8435347,0.83926904,0.84139645,80
make the paper more convincing if those methods could be reproduced and evaluated on the datasets of interest.,"it seems that previous methods on non-vacuous pac-bayes bounds do not include results on several datasets, but it would be beneficial to compare against a broader range of existing approaches to strengthen the claims made.",0.8501823,0.88319373,0.86637366,164
learning. this is a natural and interesting extension of ncd.,this approach is significant as it addresses the challenges posed by real-world applications where data is continuously streamed.,0.8628062,0.88608444,0.8742904,98
outperforming the compared baselines.,the results demonstrate the effectiveness of the proposed grow and merge framework in maintaining classification accuracy while discovering new categories.,0.8453117,0.847974,0.84664077,129
phases increased the complexity and meomery&computation cost for training.,"the extra branches and grow-merge strategy, while innovative, may rely heavily on existing frameworks, which could limit the novelty of the approach.",0.853654,0.83824867,0.8458812,112
perhaps more different proportions can be used? how the different classes in each time step are constructed? randomly sampling or predefined in some way?,"also, the data splits for different time steps for the mi case vary a lot, which seems strange; why not adopt a consistent proportion for all?",0.85827565,0.85300255,0.855631,113
"different datasets are used in the literature, e.g, cifar10, imagenet, stanford-cars fgvc-aircraft in drncd [15].","for more challenging cases, a larger dataset could be more useful, as it would better simulate real-world scenarios where the number of new categories can be substantial.",0.8450017,0.80955714,0.8268997,129
in each incremental time step.,"this assumption may not hold in practical applications, and exploring methods to estimate the number of new categories could enhance the framework's applicability.",0.83380103,0.84917307,0.84141684,139
theories and the algorithm are presented clearly with convincing empirical results.,this contribution is significant as it addresses limitations in traditional cmdp approaches.,0.8578081,0.8630811,0.86043656,70
of the proposed sicmdp framework pretty clear.,they effectively illustrate the practical relevance of the proposed sicmdp framework.,0.9293656,0.936966,0.9331503,65
organized and easy to follow.,its design allows for efficient handling of the complex constraints introduced in the sicmdp.,0.8463516,0.8739878,0.85994774,77
and sample complexity for the proposed algorithm.,"the authors provide both the computational complexity and sample complexity bounds, which are essential for understanding the algorithm's performance.",0.88027763,0.92255974,0.90092283,109
method both in terms of reducing constraint violations and minimizing the errors.,"the results clearly show that si-crl outperforms the baseline methods, demonstrating its effectiveness in practical applications.",0.85764754,0.85364735,0.8556428,90
"many variants, domain changes, etc.",various types of graph structures and signal processing techniques.,0.86429787,0.8892215,0.87658256,53
on scattering hold,are well integrated into the framework.,0.84756553,0.82874113,0.8380476,30
supplementary material,theoretical foundation is provided.,0.8621617,0.85964954,0.86090374,29
for graph regression,in demonstrating the effectiveness of the proposed methods on complex datasets.,0.8643543,0.84773,0.85596144,68
"actual architecture is, if this is just an abstract formulation of previous architecture or if there is something fundamentally new here. examples of implementation on graphs along the abstract description could really help the understanding of the approach.",specific implications of these choices are for practical applications and how they relate to traditional graph-based methods.,0.87454677,0.84552693,0.85979205,191
"experiments (changing graphs, higher-order tensors...)","the numerical experiments, which could limit the practical applicability of the proposed framework.",0.84604454,0.844943,0.8454934,73
all of them is not given,the conditions laid out would enhance the clarity and applicability of the theoretical results.,0.83002174,0.8420104,0.8359731,80
namely solving np-hard co problems.,the significance of this research lies in its potential to enhance the efficiency of various industries.,0.85555804,0.8537785,0.85466737,84
problems in addition to learning to find near-optimal solutions.,this innovative approach not only improves the performance of existing models but also introduces a new perspective on leveraging symmetric properties in optimization.,0.86597586,0.86463696,0.8653059,130
complimentary to a broad variety of prior work.,this ease of integration could facilitate the adoption of sym-nco in practical scenarios.,0.84304214,0.83733356,0.84017813,67
areas (see below).,this lack of clarity may hinder the reader's understanding of the contributions made by the authors.,0.8289692,0.8064071,0.81753254,86
than those of prior works.,larger problem sizes should be explored to validate the effectiveness of the proposed method.,0.8622309,0.8541361,0.8581644,78
and inconsistencies (see below).,these shortcomings may undermine the credibility of the findings presented.,0.8729967,0.8408718,0.8566331,60
in the context of the current literature.,a more thorough review of related works would strengthen the paper's foundation and highlight its contributions more effectively.,0.85302746,0.89055705,0.8713883,103
is easy to follow,the paper is written well and presents a clear and structured approach to the problem.,0.8667718,0.8624272,0.8645941,74
reduce the issue of noisy pseudo-labels,"the proposed method with the assistant model is simple and effective, which can lead to improved segmentation accuracy.",0.8581631,0.87625706,0.8671157,96
a generally useful tool for other tasks,the proposed feature transmission from the assistant model to the student model can be beneficial in improving feature representation.,0.85431504,0.867633,0.8609225,112
on two datasets,"experiments show good performance improvements, demonstrating the effectiveness of the proposed method.",0.8493004,0.849979,0.8496396,92
explained very well,"some hyperparameters and technical details are not clearly defined, which may hinder understanding.",0.8242528,0.81720495,0.8207137,86
in eq. (6)?,"what is the τ value used in the re-weighting strategy, and how is it determined?",0.83564794,0.85000014,0.84276295,74
a constant or varied and how?,"how do the authors select the threshold for pseudo-labeling, i.e., is γ a constant or does it vary during training?",0.8316801,0.8682157,0.84955525,94
">1000/2000 labeled images, which can be a more practical situation in real applications.","table 4-7 are conducted on a smaller labeled set (183 images). however, i wonder how table 4-7 would look like when there are more labeled data, e.g., with 1000 or 2000 images, which could provide insights into scalability.",0.8432861,0.8819138,0.8621675,175
is the intuition behind it? the authors may have more discussions on this.,"in table 6, the teacher model performs better than the student model. it's interesting to know whether it is the same case for all experimental settings. if so, what does this indicate about the effectiveness of the teacher-student framework?",0.84221363,0.85217035,0.8471627,193
"semantic segmentation, bmvc'18",adversarial learning for semi-supervised segmentation could be an interesting area for future exploration.,0.82819474,0.82838297,0.8282888,87
"low-level consistency, pami'19",semi-supervised semantic segmentation with high-and low-confidence pseudo labels is a relevant area of research.,0.8349721,0.8380917,0.83652896,97
"self-correcting networks, cvpr'20",semi-supervised semantic image segmentation with generative adversarial networks is a promising direction.,0.8416383,0.8429533,0.8422953,84
"a class-wise memory bank, iccv'21",semi-supervised semantic segmentation with pixel-level contrastive learning from unlabeled data is an emerging trend worth investigating.,0.8369298,0.8385717,0.83774996,121
a model is interesting.,the idea of collaboratively pruning all components of vits is innovative and addresses a significant gap in the current literature on model compression.,0.8465059,0.910767,0.87746143,132
to sufficient state-of-the-art methods.,"the performance gain is impressive when compared to previous state-of-the-art methods, particularly in terms of accuracy and computational efficiency.",0.87060815,0.9160892,0.8927698,116
easy to follow.,this paper is well-written and presents a clear methodology for the proposed pruning approach.,0.84904575,0.858472,0.8537329,83
"pruning, when compared to state-of-the-art network pruning methods.","it's not clear how much computation cost and data is needed for the proposed method during the pruning process, which could impact its practical applicability.",0.8520506,0.8768162,0.864256,119
(4) or only drop the cross-components terms (green blocks in figure 2(b))? i think the latter one can better reflect the main contribution of the proposed method.,"the main novelty of this work is the interaction of different components during pruning, so the ablation study on this design is important. in my understanding, line 297-305 and table 7 aim to give such ablation studies, while it's not clear whether the setting of 'without second-order interactions' (line 300) in this ablation study means dropping all hessian-based terms in eq. 2, which should be clarified for better understanding.",0.8392109,0.8522172,0.845664,332
the technical part seems correct.,presents a novel approach to offline reinforcement learning.,0.8514362,0.857953,0.85468215,45
"updates (or perform elimination in version space algorithms) and define policy with lcb or take minimum over the remaining set of functions (for pessimism) (for example, [1]).",update on the q-values and apply pessimism directly during the policy optimization phase.,0.87061334,0.83385646,0.8518386,126
happen. it could be better to provide some more intuitive scenario or even a closed-form construction.,"happen, highlighting the critical flaw in the shared target approach.",0.88025105,0.85620904,0.8680636,71
"shared-lcb ens., shared-min deep ens, and with a different number of ensembles)","shared-lcb and shared-min), demonstrating the importance of independent targets.",0.9298856,0.8941144,0.9116492,45
the results. c) the experiments are performed on extensive benchmarks.,"the results, ensuring a fair comparison with the proposed method.",0.9013998,0.8851868,0.8932197,49
"the ntk setting, it still has some gap between the practical situations.","specific assumptions, further empirical validation in diverse settings would strengthen the claims.",0.861165,0.85862386,0.85989255,74
the empirical merits of the proposed algorithm.,the direct comparability of the performance across those tasks.,0.88706696,0.90880036,0.8978022,37
information processing systems 34 (2021): 6683-6694.,"information processing systems, provides a relevant context for the discussion on pessimism in offline rl.",0.8688152,0.80795777,0.8372821,72
help optimize the qehvi criterion;,provide a comprehensive understanding of trade-offs among multiple objectives.,0.8679832,0.8540219,0.86094594,64
build it with backpropagation is original.,facilitate decision-making by allowing users to explore various trade-offs interactively.,0.8519318,0.85616183,0.8540416,68
speed and sample efficiency.,demonstrating the efficiency and effectiveness of the proposed approach.,0.88630086,0.90809965,0.8970679,58
in the multi-objective literature.,"in previous works, but this method uniquely focuses on learning the entire set.",0.86686,0.8814411,0.8740898,59
qehvi criterion.,gaussian process models to approximate the objectives.,0.8485755,0.79443336,0.8206123,45
is not shown.,"is not extensively discussed, which could be a limitation.",0.8731432,0.9170935,0.8945789,46
see questions below.,such as the choice of hyperparameters and their impact on performance.,0.8556529,0.85704243,0.8563471,57
good novelty.,a well-defined research question.,0.87778664,0.9285817,0.90247,28
generalization bound and may arise much more research attention in the community.,generalization bounds due to the complexities involved in the multi-vector representation.,0.8705449,0.8693929,0.8699685,57
"cml-based algorithms, and the experiment results seem promising.","state-of-the-art methods, demonstrating significant improvements across various metrics.",0.86771685,0.8771981,0.8724317,63
and easy to understand.,with a logical flow and clear structure.,0.87504417,0.90285224,0.88873076,29
are a few typos and mistakes in grammar:,are instances of grammatical errors and awkward phrasing that need to be addressed.,0.892673,0.91753,0.9049308,61
this sentence should be polished.,the authors should clarify what specific aspects are being compared.,0.8638145,0.9009856,0.88200855,51
“hard” should be “hard”.,the notation used for the datasets should be consistent throughout.,0.8497841,0.83650017,0.84308976,50
should be “…training/validation/test sets”.,should be clearly defined in the context of the experiments.,0.8749145,0.85598516,0.8653464,38
“fig.7” should be “fig.12”.,the results should include more detailed statistical analysis.,0.8629569,0.85067403,0.85677147,50
to make it easy for the reader to follow.,to enhance the paper's clarity and rigor.,0.89177364,0.90645045,0.89905214,31
"good novelty, clear theoretical guarantees, and convincing empirical results.",the potential to make a significant contribution to the field of recommender systems.,0.86476606,0.8739543,0.8693359,66
in the field of fl.,the authors effectively address this gap by proposing a novel approach.,0.8389907,0.8256431,0.8322634,57
mi-based sampling framework more practicaly feasible.,methodology more efficient and scalable.,0.8880305,0.8455851,0.8662882,37
data settings and multiple models.,datasets and demonstrating the robustness of their approach.,0.876621,0.883031,0.8798144,43
the whole process.,"the design of their algorithms, ensuring secure data handling.",0.8539646,0.8910815,0.87212837,50
the case for many vfl scenarios.,"realistic in all federated learning scenarios, potentially limiting the applicability of their findings.",0.86410254,0.87755203,0.87077534,86
over a multitude of clients can be problematic.,may lead to suboptimal participant selection and should be explored further.,0.85391885,0.8629539,0.8584126,55
"""# participants"", ""$nn_{k, y_q}$"", ""all-train"", etc.",the term 'leader participant' could be better defined to avoid ambiguity.,0.8632429,0.796645,0.8286079,54
updated my score to accept,found the revisions to be satisfactory and the paper has improved significantly.,0.8384833,0.8487937,0.84360695,64
"to the authors, nobody has attempted to provide a hyperparameter tuning-free approach to the switching between synchronous and asynchronous training modes.","it introduces a novel approach that allows for efficient switching between training modes without the need for hyper-parameter tuning, which is a significant advancement in the field.",0.9081999,0.90190434,0.90504116,138
gaps in the current work. this provides clarity on the choices and explains the conducted experiments.,challenges faced in training recommendation models effectively in dynamic environments.,0.86065626,0.8485152,0.85454255,76
that the methods in the figure and their performance do not correspond to the description in the text.,that the presentation of results could be enhanced to better convey the implications of the findings.,0.87586516,0.86508656,0.8704425,65
"this impact might translate to better resource utilization and, therefore, cost savings.",i believe that its practical applications could lead to significant improvements in training efficiency and model performance in real-world scenarios.,0.8780915,0.9043127,0.8910092,106
deliberately designed to model the evolution process of graphical conventions through a pictionary-like game.,it provides a foundational framework for understanding how sketches can evolve as a communication medium.,0.885654,0.85463476,0.8698679,85
used to smooth the abstraction process.,the proposed learning framework and evaluation metrics are well-defined.,0.86704934,0.89028674,0.87851435,54
importance to enable quantitative measurements on visual communication.,these metrics provide a comprehensive understanding of the properties of the evolved sketches.,0.873433,0.882169,0.87777925,73
