True Sentences,Generated Sentences
"the combinatorial sense of full support sense in the support over the action features, which draw a nice connection in the slate literature.",The proposed estimators provide a novel approach to address the challenges posed by deficient support.
"highly rely on the discrete features of the action, and the linear assumption of the reward, which seems a reasonable assumption for slate, but seems not the case for the reward for each individual action over features.","For the PI estimator, it seems that its performance may heavily depend on the assumptions of full support on side information and linearity, which might not always hold in practice."
"to define the weighting function). It would be great if the authors add more discussion along this line. This is indeed match the experiment result, as we do see better performance of the similarity estimator as the support divergence increases.",This reliance on similarity could lead to challenges in scenarios where the action features do not adequately capture the underlying reward structure.
"OK if this paper only considers the weighting based approach. However, the proposed similarity estimator shares a lot of similarity with the model-based approach, then it is great if the paper could add more baselines based on the model based approach.","Including additional baselines, such as other state-of-the-art OPE methods, would strengthen the empirical evaluation."
"to add more results in terms of bias, variance to further understand the trade-off of the estimators.",This could provide insights into how the choice of similarity affects the performance of the proposed estimators.
"of complexity in adversarial decision making, which may facilitate further study in bandits/RL etc. The upper and lower bound is new and non-trivial.",of the statistical complexity of adversarial decision making using the convexified Decision-Estimation Coefficient.
"The relationships between complexities in adversarial/stochastic settings, and connections between different complexity notions are well explained.",It presents complex ideas clearly and systematically.
that I am not very clear about. Please see the questions section.,where the notation could be clarified for better understanding.
"of IBA to MARL appears to be novel, judging from recent citations to the original IBA paper. As far as I understand, the paper offers a few novel technical contributions on top of the existing IBA theoretical framework, namely:",The introduction of Distributed Influence-Augmented Local Simulators (DIALS) represents a significant advancement in the field.
"for non-stationarity due to other agents, with the retraining frequency as a hyperparameter controlling addressing non-stationarity vs stability.",This allows for a more efficient training process while maintaining the integrity of the learning signals.
the above choice by essentially implying that one does not need exact influences to obtain optimal policies.,This theorem supports the practicality of the DIALS approach in real-world applications.
"area of research. The experimental results show that this technique can be used to accelerate and improve the learning of multi-agent policies, and the underlying ideas are simple enough that I could see them being adopted by the community.","The findings have implications for various applications, including traffic management and robotics."
"follow naturally from the IBA framework. I haven't checked the derivations, but the resulting claims are not surprising and appear correct.",The theoretical insights and empirical results presented in the paper reinforce the validity of the approach.
"the environment's simulator must be implemented in a very particular way. I might be missing something, but it doesn't seem like DIALS is a method that can be applied out-of-the-box to any relevant multi-agent environment; it puts strong constraints on how the system is simulated. For example, I'm assuming the environments they used in their experiments were implemented by the authors; at least the wording in line 291 seems to imply this is the case for the traffic control experiments, but nothing is said for the warehouse environment. More generally, I didn't see a lot of discussion of this point in the paper, which I would argue is an important omission.","This seems like not only a theoretical limitation, but also a strong practical one, as it means that environments that do not have a clear local structure may not benefit from this approach."
and one baseline being considered. Some of the results are not necessarily intuitive and not a lot of discussion is offered (see my last main question below).,Expanding the evaluation to include a wider variety of environments would strengthen the claims made in the paper.
"costs and effectiveness) is well-motivated by many practical domains, such as healthcare, manufacturing, and wildlife conservation. The technical work required to extend the problem setting in this way is significant since one must now account for how workers with different (arm/state-specific) expertise may interact (and influence arms' transitions) over time.",h
"is known by the decision-maker in the planning setting, the assumption that this additional level of information is available should be explicitly stated and justified by the availability/""learnability"" of this type of information within the domain(s) of interest. This will be particularly important in settings where there is heteroskedastic uncertainty about workers' intervention effects.",r
defines the setting and assumptions before introducing the new solution,"The paper rigorously establishes a theoretical framework for continual learning, particularly emphasizing the feature extraction paradigm."
of the theoretical aspects involved in the continual learning process. A direction which is heavily unexplored in the CL community due to the difficulty of the topic.,"The work in this paper attempts to enhance our understanding of the limitations and capabilities of continual learning algorithms, especially regarding linear feature mappings."
"correctly point out, there are several different settings in continual learning and their findings do not apply to all of them. It is particular important to be clear about it when providing negative results such the lower bound in Sec. 5.","The authors generically refer to continual learning in various sections of the paper, but they clarify the specific challenges and assumptions that underpin their proposed methodology."
"get a good accuracy on the current task (L103) but it would be wrong otherwise. Generally speaking, it would be more intuitive to see it expressed as a difference with the performance measured in the past on an observed task.","The definition of forgetting on L102 is valid due to the assumption that the learner will retain a fixed model size while adapting to new environments, which is a crucial aspect of their framework."
"in Sec. 6 do not help. It is clear that the main contribution of this work is theoretical and the aim is not to outperform some continual learning baselines, but it would be beneficial for the community to understand how big is the gap between theory and practice.","It is challenging to grasp the potential practical implications of the findings in the paper, as the results are predominantly theoretical, potentially limiting their real-world applicability."
clear how much of a practical impact that is going to have. It would be interesting if the authors could discuss which realistic assumptions on the environments could provide a more favorable situation.,"Sec 5 provides a lower bound on the error, but it lacks comprehensiveness to fully address the complexities associated with continual learning in non-linear feature settings."
"video-text retrieval task studied by this work is practical, and the proposed salient frame proposal mechanism seems simple and effective. Extensive experiments are performed on video-text datasets and the experimental results are promising.",The paper effectively addresses the noise issue in video-language modeling by proposing a Language-Guided Denoising Network (LGDN) that filters out irrelevant frames.
"For example, in-depth comparison between salient frame proposal (SFP) mechanism and sparse sampling or other frame sampling techniques. Also, some experimental results (e.g., Effect of SFP mechanism) in supplementary material can be included in the paper.","While the authors provide some ablation studies, a deeper analysis of the impact of each component on overall performance would strengthen the validation of their proposed architecture."
"written in a clear and easy to follow manner, high clarity.",The paper is well-structured and presents a novel approach to mitigating posterior collapse in autoregressive VAEs.
"novel and original, although extended a previous uniform sampling method.","The approach is innovative, utilizing an adversarial dropout mechanism to enhance latent variable learning."
"some new insights to the ""posterior collapse"" in terms of theoretical analysis.",The work provides a theoretical foundation for understanding the effects of dropout on information flow in VAEs.
experimentation study which support the claims and proposed method in this paper,The work presents empirical results demonstrating improved performance on standard text benchmarks compared to existing methods.
"not completely clear to me, I am not confident that the improvements over the baseline are significant.",The significance of the work is underscored by its potential to enhance the interpretability and utility of latent variables in sequence modeling.
more in-depth analysis of the parameter \lambda. It is not clear why the authors chose \lambda=1 as their choice.,The ablation study is missing a detailed analysis of the impact of different hyperparameters on model performance.
"see improvement in KL of MI over uniform sampling on the Yahoo dataset, the paper does not discuss it.","In Table 1, we do not see a comparison of the proposed method against a wider range of baseline models."
allow to address both budgeted and non-budgeted settings. The scheme based on payoff rewards is limited to non-constrained problems but it is simpler to understand. The presentation of both types of allocation schemes allows to understand well the advantages and drawbacks of either approaches.,The fairness properties of payoff flows for fair allocation are interesting and provide a solid foundation for addressing the challenges in collaborative machine learning.
"defined in the paper differ from classical axioms of cooperative game theory? This is important because the paper is not technical, and its main interest thus lies in the conceptual framework studied.",How do the properties proposed in this work uniquely define the allocation scheme compared to existing methods?
clearly written. All the technical steps are easy to follow.,The paper is well-structured and presents a compelling argument for the necessity of adaptive attacks in evaluating the robustness of Graph Neural Networks (GNNs).
important problem. Authors also propose a new metric for measuring the quality of attacks/defenses.,This work addresses a very important gap in the literature regarding the evaluation of GNN defenses against adaptive attacks.
"show how adaptive attacks, which include global/local attacks under evasion/poisoning setting, can break several representative defense GNN models.","Authors have conducted extensive experiments to demonstrate that existing defenses are significantly less robust than previously reported, revealing a 40% overestimation in robustness."
adaptive attacking are reasonable. The proposed robustness unit test set is useful for evaluating new defense models.,The lessons and guidelines for designing strong adaptive attacks are particularly valuable for future research in the field.
"applications (e.g., [1]) for attacking, evaluating attacks/defenses on large graphs (with millions of nodes) is very important, as it may reveal more realistic lessons and guidelines. Note that there are a few scalable defense models such as [2].","Authors only use two small datasets in experiments. Considering the scale of real GNN applications, it would be beneficial to evaluate defenses on larger and more diverse datasets to validate the findings."
"""Graph Convolutional Neural Networks for Web-Scale Recommender Systems"", KDD'18. \","[1]: Ying et al., provides a foundational reference for understanding GNNs and their vulnerabilities."
for strongly robust learning and gives a novelty method to boost robustness of barely robust learners. The theoretical results are quite solid.,for boosting adversarial robustness through the concept of barely robust learning.
paper in significant since it provides another way to study the robustness.,study provide a theoretical framework that connects barely robust learning with strongly robust learning.
high-level strategies to help understanding the spirit in the algorithms and proofs.,insightful definitions and theorems that clarify the relationship between different levels of robustness.
"the proposed algorithm, but **to the best of my knowledge, there is now no theoretiacl gurantee for precisely verifying robustness for a general perturbation set and a general hypothesis class**. As stated in [1], the popular method random smooth might fail in verifying the $\ell_\infty$ robustness for high-dimensional images. So the realizability of the proposed algorithm highly depends on the development of robust verification.","the proposed boosting algorithm, as it directly impacts the ability to certify robustness efficiently."
"Might be Unable to Certify $\ell_\infty$ Robustness for High-Dimensional Images."" J. Mach. Learn. Res. 21 (2020): 211-1.",is referenced to highlight existing methods that relate to the certification of robustness in machine learning models.
"the motivation is reasonable. The paper is supported by extensive experiments. Considering that there is no unified comparison of the various methods for low-bit BERT quantization, this paper is very timely. Thank you for your hard work!","The authors present a systematic study of extreme quantization methods, providing valuable insights into the complexities of model compression."
"(Finding 4), which can save huge training costs to obtain the final model. It is also good news that Skip-BERT shows comparable and even better results.",This finding challenges existing assumptions in the field and opens up new avenues for research.
"intuitions about why the phenomenon occurs for each finding. For example, for Finding 1, how could longer training help to avoid sharp accuracy drop (or, falling into early local minima)? For Finding 3, why DA is especially important for small tasks such as CoLA and RTE?",Incorporating a theoretical framework or additional experiments could strengthen the claims and provide a deeper understanding of the mechanisms behind extreme quantization.
the main classifier to train committee classifiers is an intriguing idea. Doing this with a self-supervised backbone is also carefully considered.,This process ensures that the committee becomes more effective in identifying and weighting samples that are difficult for the main classifier.
may not necessarily be dominated by bias-guiding samples especially in long-tailed datasets,This approach helps mitigate the risk of overfitting to specific biases present in the training data.
committee of classifiers focus more on bias-conflicting samples. Higher enrichment can possibly be achieved due to other factors as well?,"Instead, it highlights the necessity of employing a committee of classifiers to achieve a more reliable identification of bias-conflicting samples."
"and easy to follow, especially for demonstrating its motivation in the introduction session.",and presents a clear and innovative approach to multi-modal 3D object detection.
sufficient and convincing for both comparing with previous methods and ablation studies.,thorough and demonstrate the effectiveness of the proposed method across various settings.
"autonomous driving scenarios whether the model can run in real-time is also important. I'm curious about whether the DETR-based framework can run as fast as, at least not slower too much compared with previous SOTAs.","evaluation of the proposed DeepInteraction architecture, it would be beneficial to include a detailed analysis of computational efficiency and memory usage compared to existing state-of-the-art methods."
some visualizations of the heat map of the features from the two modalities to help readers get a deeper understanding on how the visual information from the two sources is well selected and utilized.,more qualitative examples that illustrate the advantages of the modality interaction strategy in challenging scenarios.
"under a transformer framework with sequence modeling, and the authors extends Pix2Seq model to learn 4 specific tasks in COCO datasets.",by proposing a unified pixel-to-sequence interface that allows for the simultaneous handling of multiple core vision tasks.
it allows text-prompting to activate desired functionality (although the text prompt is pre-defined). This helps create a friendly user interface to access the model.,the authors effectively leverage these capabilities to create a flexible framework that can adapt to various tasks through prompts.
"competitive. In my opinion, the results are promising as it could initiate a new research line unifying different computer vision tasks. The proposed model shows great potential for the ambitious goal of the all-in-one design; however, I also have several concerns about this paper, and they are listed below.","competitive when compared to specialized models, demonstrating the potential of a unified approach."
"of the vision problems can be solved with such a sequence modeling. While the authors demonstrated promising results on 3 selected vision tasks and 1 vision-language task, many other vision problems developed in the community are not clearly addressed. While it is really an open research question, the title of this paper ""A Unified Sequence Interface for Vision Tasks"" is indeed overclaimed. I would suggest rewrite as ""A Unified Sequence Interface for COCO Dataset"" to better reflect what you have proposed and what you have done in the paper.","However, for computer vision tasks, it remains unclear whether most tasks can be effectively represented in this manner without losing critical information."
"tasks (detection, segmentation, human pose estimation), and additionally the authors consider a vision-and-language (V+L) task (i.e, image captioning). This introduces many concerns. It is unclear why the authors didn't include other popular V+L tasks such as image-text retrieval and visual question answering as they are commonly evaluated in the foundation model literature. Similarly, there are many popular pure vision tasks ignored in this paper, such as image/video recognition, NeRF, etc. Overall, this gives the impression that the task unification is achieved just because of a careful selection of downstream tasks in the experiments.",This ambiguity raises questions about the generalizability of their approach to other vision tasks that may not fit neatly into their defined categories.
"provided. Since image captioning has been well-studied in the unification literature in V+L field, the main new thing here is probably about unifying 3 selected pure vision tasks. However, pioneer works (such as MaskRCNN, HRNet, and others) already unify the three tasks very well. It is unclear what is the advantage of the proposed method (i.e., using the sequence modeling for the three tasks).","But no comparison with V+L foundation models is provided, which could offer insights into the relative strengths of their approach."
"spatial relationship, and such spatial info is critical to the selected 3 tasks. The motivation of using sequence modeling for the three tasks is somewhat weak.","details in tasks that require precise localization and segmentation, which may limit the effectiveness of the proposed method."
"will be slow. For example, the bottom-up approaches in human pose estimation literature can perform both multi-person pose estimation and instance segmentation at the same time with just a single forward-pass, but in this paper, the inference cost could grow linearly to the number of people. The inference interface is kind of restricted: (1) only a single task is supported at a time; (2) it predicts token-by-token slowly.","However, due to the nature of autoregressive prediction, the proposed model may face slower inference times compared to specialized systems."
"loss function, so that it is easier and scalable when performing large-scale pre-training. However, in this paper, the tasks considered require fine-grained annotations, and thus they do not have large-scale pre-training data (except for image captioning). For the considered downstream dataset, it is unclear if single-objective is more effective than multi-objective training.","In NLP and V+L research, people use a single model to achieve significant improvements, which raises questions about the scalability of this approach in vision tasks."
"considered downstream tasks. This paper is more like a system paper integrating a few known components together to achieve an expected ""okay"" performance. Considering the technical novelty, the contribution of this paper is relatively weak.",But it is not well-grounded to the practical challenges faced in real-world applications of computer vision.
"with large-scale pre-training. But given the current paper content, it is difficult to reach a conclusion at this point.","in terms of simplifying the architecture and training process for multiple vision tasks, but further research is needed to fully realize its potential."
"proposed, which achieves better trade-off between performance and efficiency on GPU-like devices for semantic segmentation task.",introduced to enhance the efficiency and performance of real-time semantic segmentation.
which can make full use of global context for improving semantic segmentation by utilizing attention deeply without lost of efficiency.,which effectively integrates GPU-Friendly Attention and cross-resolution attention for improved context modeling.
"and show promising performance on ADE20K. In addition, it provides a new perspective for practice on real-time semantic segmentation task.",demonstrating superior speed-accuracy trade-offs compared to existing methods.
"self-attention, which is widely used in network design. This paper is incremental compared with previous work DDRNet. The novelty of this paper is limited.","multi-resolution attention mechanisms, yet it effectively captures global context from low-resolution features."
"is limited. As shown in Table 1, the mIoU score and FPS improvement are both limited, not obvious enough.","is significant, showcasing a better mIoU at higher FPS than previous models."
"to support the proposed method. But my concern is that the method is simple and not novel enough. In addition, why not apply this method to other vision tasks, like classification, object detection.",to validate the effectiveness of the proposed methods across various datasets and conditions.
"the evolutionary steps also appears to be original. In addition, this appears to be the first practical method to train SSNs without the constraints previous approaches required. However, the paper would benefit from a more detailed discussion of evolutionary approaches such as this (mentioned briefly in lines 246-248) as well as the previous attempts to train SSNs (mentioned briefly in the introduction) to help the reader understand the literature landscape and the specific contributions of this paper.",The approach of interleaving gradient optimization steps with network growth is a significant contribution that enhances the training of biologically realistic neural networks.
"see Questions section below for concerns about the explanation of this setup). The approach was also used for a more challenging task of optimizing the GSM on CIFAR-10 images. However, clarity issues related to the explanation of the comparison for this task currently make the claims of improved performance on this task hard to evaluate (See detailed questions concerning this below).",The approach seems to outperform the previous method on the existing task (though it is important to note that the comparison metrics could be further elaborated for clarity).
"See the questions section below for some specific examples, but thorough proofreading would help the presentation. In addition, as mentioned in the Quality section above (and in more detail in the Questions section below), there seem to be important details related to the experiment setup that are missing which makes it confusing and hard to evaluate the empirical claims.",Improving the proofreading process could enhance the overall readability and comprehension of the presented methods.
on the computational neuroscience community. I think this paper makes a step in that direction. The ideas of incorporating gradient-based optimization along with potential topological changes during training could be of interest to the broader machine learning community.,This advancement may lead to deeper insights into the neural mechanisms underlying complex cognitive tasks.
"iterative, decoupled policy objective is used in recent works but applies exponentially-weighted moving average for batch size-invariance that has not been noticed before.",The approach of decoupling the proximal policy from the behavior policy presents a fresh perspective on policy optimization.
method is soundness and easy to implement. The paper contains many various and multi-level experiments which prove the effectiveness of their method.,"The explanations provided are thorough, making complex concepts accessible to the reader."
"GPU memory, so we should use their method. But there is a more simple way to achieve this goal like accumulating gradients from multiple back propagation and updating until calculating as many samples as we need. Is there anything I mistake? And as experiments shown (fig 1), the best choice of behavior policy is the most recent policy, which is obvious for on-policy methods and most researchers use this situation as default. Overall, I think this paper needs more effort to make the motivation.","the need for efficient use of computational resources makes the proposed batch size-invariance particularly relevant, as it allows practitioners to adjust batch sizes without sacrificing performance, thus enhancing the practical applicability of reinforcement learning algorithms."
"and easy to follow. In addition, the authors also provide the code to reproduce.",The clarity and structure of the paper enhance its readability.
"in video object detection, multi-object tracking, and video instance segmentation. This paper provides a new perspective for such areas.",The proposed method addresses this challenge effectively by leveraging object-centric tokens.
it is not fair to compare with the previous SOTA method SeqFormer. I would like to see the results using image instance segmentation as the same as SeqFormer.,it benefits from the robust performance of Mask2Former while extending its capabilities to the video domain.
"using foreground queries for such video instance segmentation tasks. The number of different frames may not be equal. Thus, an alternative way is to use part of object queries to ensure each frame has an equal number of queries.",focusing on foreground object queries to improve efficiency and reduce computational overhead.
"knowledge, for tensor program optimization. The proposed method is technically sound. It seems that prior wok such as AutoTVM and Ansor can be easily implemented by using SpaceCraft, and SpaceCraft works well for domain-specific accelerators such as Tensor Core. The related work, including template-guided auto-tuning and auto-scheduling, is adequately cited.","This innovative approach enables domain experts to contribute effectively to the optimization process, enhancing the flexibility and adaptability of the search space."
"be quite helpful to compare the performance with state-of-the-art approaches including FlexTensor and Ansor. Moreover, as SpaceCraft can provide a better search space, I suggest to directly compare the quality of produced search spaces against previous work, for example, ratio of high-performance candidate programs or performance difference of candidate programs, etc.","Although it achieves comparable performance against TVM, it would benefit from further empirical validation across a wider range of deep learning models and hardware configurations."
"is unclear, which employs the cost model as well. I would like to see more ablation study on the effectiveness of the proposed learning framework.","This decoupling allows for greater modularity and customization, enabling domain experts to easily adapt the search space without extensive modifications to the underlying framework."
be paid more attention to. This paper raises the issue and makes the attempt to addressing it.,The proposed BEVFusion framework effectively addresses this concern by demonstrating significant robustness against various LiDAR and camera malfunctions.
are well-supported. SOTA performance is achieved on both normal and robust settings of nuScenes.,The results convincingly showcase the advantages of the proposed method over existing state-of-the-art approaches.
the framework makes it easy to use any camera or LiDAR framework.,"This modularity is a significant strength, making it adaptable to various architectures in the field."
"would be nicer to provide some insights and analysis into the design itself. For example, by analyzing how would the fusion module work when facing incomplete LiDAR or camera inputs, we might gain some insights into the module design of CSF and AFS.",Incorporating more advanced techniques could potentially yield even greater improvements in detection accuracy and robustness.
"provide runtime analysis, like inference time and memory footprint, and its comparison with other methods.",More comprehensive descriptions of the experimental setup would enhance reproducibility and understanding of the results.
makes sense: to use prepared NAS benchmarks to learn the performance predictor.,addresses the significant challenge of improving the efficiency of Neural Architecture Search (NAS) methods.
to train the predictor by minimizing the distribution distance between the network's feature space and the label distribution.,it introduces a Cross-Domain Predictor (CDP) that leverages existing NAS benchmark datasets to reduce the computational cost associated with training neural architectures.
(CAT) is simple yet efficient. It has been a good Transformer based method for high-quality image restoration applications.,demonstrates a significant improvement in image restoration tasks.
"stated clearly and logically, like rectangle-window self-attention, axial-shift operation, and locality complementary module.",well-integrated and contribute to the overall performance of the model.
results are extensive and demonstrate the effects of each proposed component.,effectively highlights the importance of each component in the proposed architecture.
"Table 2, we can see the best and second-best results are almost achieved by the proposed method CAT. The visual differences between the proposed CAT and other methods are very obvious, and further show the effectiveness of the proposed CAT. Similar observations happen for image JPEG compression artifact reduction.","the results, CAT consistently outperforms these methods across various datasets and tasks."
"code and pre-trained models for reproduction, which further shows the solidness of the work.",a comprehensive analysis of the computational efficiency of their model.
"the meanings of H, W, sl should be given in the caption.",the effectiveness of the rectangle-window self-attention mechanism is clearly illustrated.
"obtains the highest performance. However, the proposed CAT has a larger model size and FLOPs than the related work SwinIR. It would be much better if the authors provide comparisons with SwinIR using similar parameter number and FLOPs.",achieves competitive performance while maintaining lower computational complexity compared to other state-of-the-art methods.
"the authors provide two versions of CAT: CAT-R and CAT-A. For JPEG compression artifact reduction, the authors only show CAT. It is not very clear about its model size and FLOPs.",the specific configurations and parameters used in the experiments could be elaborated for better reproducibility.
"point that I would be surprised if they are actually new. But since I can't point to a previous reference that proves these results, I recommend accepting the paper.","significant extent, as they provide efficient algorithms for fundamental linear algebraic operations on distance matrices."
"techniques are not so groundbreaking; still, they are nontrivial observations that yield great results.",paper could benefit from a more extensive empirical evaluation across a wider variety of datasets and distance functions.
"and in line with other recent approaches which propose to use descriptions of classes, features, and tasks.",The proposed method effectively leverages feature descriptions to enhance meta-learning performance.
with a lot of other baselines which helps put the scores in context.,"The authors conducted a comprehensive comparison against various existing methods, demonstrating the advantages of their approach."
"the feature encoder (`Fig 1`), which is a 3 layer neural network. It looks like the authors agree with that as well (line 220). So the technical novelty (although guided by good intuition) seems to boil down to the addition of a single layer on top of a baseline.","sentence embeddings translated by a feature encoder, which significantly improves the model's ability to generalize across tasks."
"types of sentence encoders. Given that the descriptions they consider are very short, it's possible that simple word2vec vectors (bag-of-words averaging) could do the trick.",types of neural network architectures to further enhance the performance of the proposed method.
"have been added, which fine-tunes the `NN` model on the downstream task.",be a method that incorporates feature descriptions without the use of sentence embeddings to better understand their impact.
"novel and effective with good theoretical guarantee, while providing flexibility in varying speed across training jobs, free starting/stopping of jobs, partitial overlapping;",It effectively reduces redundant data loading and enhances training speed.
Joader into PyTorch and enables distributed training is highly convenient for downstream users of this research;,This integration demonstrates practical applicability and efficiency in real-world scenarios.
conducted on a single workload or a single series of workloads (ResNet).,A broader range of models and datasets would provide a more robust validation of the proposed method.
"extremely important usecase considering multiple overlapped training jobs in a cluster. Appendix D.4 does briefly mention that there is no much change to make Joader work for distributed training, but no further experiments are conducted.",Incorporating distributed training scenarios could further validate the scalability and effectiveness of JOADER.
and promises to improve upon standard methods for weight-space and function-space inference of neural networks (and not only).,It presents a robust framework for generalized variational inference in function spaces.
"a recent work [Pleiss and Cunningham, 2021] on the behaviour of wide parametric (and non) models seems to suggest that the limiting Gaussian posterior performs worse than the BNN/DGP posterior. This is common for all variational inference methods in function space with Gaussian posterior, but I would still appreciate a comment from the Authors on this.","For example, this choice may restrict the model's ability to capture multimodal distributions that could arise in complex datasets."
"My only concern is on the comparison with other methods, given that those numbers have been copied from various papers. Did you use the same models, same architectures, and same setup?",Expanding the range of datasets and including more diverse tasks could strengthen the findings.
can be improved (e.g. miss-capitalizations and arxiv citations when proceedings are available).,"However, it could benefit from a few more recent studies that explore alternative approaches to uncertainty quantification."
is sometimes referred to as GWI-DNN-SVGP and other times as GWI-Net. Maybe a uniform notation is easier to follow.,A more detailed analysis of its performance relative to various benchmarks would provide deeper insights.
Limitations of Large Width in Neural Networks: A Deep Gaussian Process Perspective. NeurIPS 2021,The authors should ensure that all relevant contributions are properly cited and discussed in the context of their work.
background knowledge and related work needed to understand the proposed approach.,"The authors provide a comprehensive overview of their approach to fully binarizing transformer models, detailing the steps taken to ensure high accuracy."
a comprehensive comparison with related work on the GLUE benchmark.,"The authors conduct thorough evaluations of their proposed method, demonstrating its effectiveness across various language understanding tasks."
that an efficient transformer model has competitive performance compared to previous SOTA.,"The findings indicate that their approach reduces the accuracy gap to full-precision models by a substantial margin, showcasing the potential of their binarization technique."
how the parameter initialization and selection of hyper-parameters could affect the model performance.,It remains uncertain whether the proposed binarization framework can be effectively applied to a wider range of transformer models and tasks outside of the evaluated benchmarks.
"authors clearly explain the problem, outlining their contributions. Their proof for $d=1$ provides a good initiation for the general proof.",The authors effectively communicate complex ideas in a comprehensible manner.
"is a well-studied problem and, to my knowledge, the contribution seem significant.",This is a significant issue in statistical learning and has implications for various applications.
"an algorithm to estimate the means of the spherical Gaussian. If possible, it would be very interesting to see numerical performance of this algorithm, or a discussion on why this is not feasible.","They also discuss potential extensions to non-Gaussian mixtures, highlighting the broader relevance of their findings."
powerful theoretical ideas. This makes it easy to justify and understand the underlying reasons that explain the design.,This innovative approach combines the strengths of generative modeling and representation learning to address the challenges of uncertainty and interpretability in time series data.
"breaks of continuity are not reflected or explained by the ground truth. Hence, there is a high probability that they are caused by numerical instabilities in the numerical algorithms.",It is crucial to analyze these discontinuities further to understand their impact on the forecasting accuracy and to potentially refine the model's noise handling mechanisms.
strongly hints that there might be versions of the same pipeline capable of reaching even better performances.,Incorporating a systematic hyperparameter tuning process could significantly enhance the model's performance and robustness across different datasets.
"than can take into account many variants, domain changes, etc.",the proposed framework for generalized graph scattering networks offers a versatile method for analyzing signals on graphs.
"7 which are not the core of the approach. Furthermore, the actual choice of the filters, some combination of sin and cos, is quite hidden within the experiment section, and may seem a tad arbitrary. As a result, the reader is somewhat left wondering all along the paper what the actual architecture is, if this is just an abstract formulation of previous architecture or if there is something fundamentally new here. Examples of implementation on graphs along the abstract description could really help the understanding of the approach.","7, where the application of the framework to specific graph structures and tasks is finally addressed."
"described but, it seems, not tested in experiments (changing graphs, higher-order tensors...)","explored within the framework, showcasing the flexibility of the proposed scattering networks."
"under many assumptions, but a minimal examples satisfying all of them is not given",and provide a solid foundation for the stability and expressivity of the generalized graph scattering transforms.
combinatorial valuations. Two commonly used fairness concepts MMS and EF1 are studied. Related works on graph partition and fair division are properly cited. I do wonder if there are more closely related works that combine graph partition and fair division together?,The approach of considering graphical resources and the associated fairness criteria of maximin share (MMS) and envy-freeness up to one item (EF1) is a novel contribution to the field.
are well defined. The theorems / lemmas are neatly presented and proved.,"However, some definitions could benefit from additional clarification to enhance understanding."
53: “widely accepted and studies” -> widely accepted and studied,It provides a comprehensive overview of the challenges associated with fair allocation in graphical contexts.
” -> the smallest; page 9 line 302: “second smallest ” -> the second smallest,It highlights the trade-off between fairness and efficiency in resource allocation.
homogeneous and heterogeneous settings are interesting and could be building blocks for future works in this line.,This work opens up new avenues for research in fair division and combinatorial optimization.
"and significant application area of ML, namely solving NP-hard CO problems.",problem in combinatorial optimization by introducing a general training scheme that leverages symmetricities.
which guides the network towards learning the underlying symmetries of CO problems in addition to learning to find near-optimal solutions.,that effectively incorporates both problem and solution symmetricities to enhance the performance of existing DRL-NCO methods.
to integrate with existing ML-CO solvers and is therefore complimentary to a broad variety of prior work.,"to implement on top of existing neural combinatorial optimization frameworks, making it accessible for further research."
problem sizes considered are significantly smaller than those of prior works.,experiments demonstrate the effectiveness of the proposed method across various combinatorial optimization problems.
